ID	CONCEPT	IPA	DOCULECT	COGID
17598	矣	aʔ3ʔ	Hokkien	16
17599	矣	ji13	Cantonese	16
17600	矣	i31	Hakka	16
17601	弘	xuŋ35	Mandarin	670
17602	弘	huŋ53	Fuzhou	670
17603	弘	hɔŋ24	Hokkien	670
17604	弘	wɐŋ21	Cantonese	670
17605	弘	fen11	Hakka	670
17606	躬	kuŋ55	Mandarin	138
17607	躬	kuŋ44	Fuzhou	138
17608	躬	kiɔŋ55	Hokkien	138
17609	躬	kuŋ55	Cantonese	138
17610	躬	kiuŋ24	Hakka	138
17611	里	li214	Mandarin	244
17612	里	li32	Fuzhou	244
17613	里	li51	Hokkien	244
17614	里	lei13	Cantonese	244
17615	里	li24	Hakka	244
17616	里	li214	Mandarin	244
17617	里	li32	Fuzhou	244
17618	里	li51	Hokkien	244
17619	里	lei13	Cantonese	244
17620	里	li24	Hakka	244
17621	哉	tsai55	Mandarin	5
17622	哉	ʦai44	Fuzhou	5
17623	哉	tsai55	Hokkien	5
17624	哉	tsɔi55	Cantonese	5
17625	哉	tsai24	Hakka	5
17626	人	rən35	Mandarin	12
17627	人	iŋ53	Fuzhou	12
17628	人	dzin24	Hokkien	12
17629	人	jɐn21	Cantonese	12
17630	人	ŋin11	Hakka	12
17631	廟	miɑu51	Mandarin	494
17632	廟	miɛu242	Fuzhou	494
17633	廟	biə33	Hokkien	494
17634	廟	miu22	Cantonese	494
17635	廟	meu55	Hakka	494
17636	士	ʂʅ51	Mandarin	59
17637	士	søy242	Fuzhou	59
17638	士	su33	Hokkien	59
17639	士	si22	Cantonese	59
17640	士	sɨ55	Hakka	59
17641	德	tɤ35	Mandarin	132
17642	德	tɑiʔ23	Fuzhou	132
17643	德	tik̚3ʔ	Hokkien	132
17644	德	tɐk55	Cantonese	132
17645	德	tet̚2	Hakka	132
17646	廟	miɑu51	Mandarin	494
17647	廟	miɛu242	Fuzhou	494
17648	廟	biə33	Hokkien	494
17649	廟	miu22	Cantonese	494
17650	廟	meu55	Hakka	494
17651	斯	sɿ55	Mandarin	56
17652	斯	sy44	Fuzhou	56
17653	斯	su55	Hokkien	56
17654	斯	si55	Cantonese	56
17655	斯	sɨ11	Hakka	56
17656	已	i214	Mandarin	86
17657	已	i32	Fuzhou	86
17658	已	i51	Hokkien	86
17659	已	ji13	Cantonese	86
17660	已	i24	Hakka	86
17661	純	tʂʰun35	Mandarin	671
17662	純	suŋ53	Fuzhou	671
17663	純	sun24	Hokkien	671
17664	純	tseon35	Cantonese	671
17665	純	sun11	Hakka	671
17666	之	tʂʅ55	Mandarin	3
17667	之	ʦi44	Fuzhou	3
17668	之	tɕi55	Hokkien	3
17669	之	tsi55	Cantonese	3
17670	之	tsɨ24	Hakka	3
17671	王	uɑŋ35	Mandarin	346
17672	王	uoŋ53	Fuzhou	346
17673	王	ɔŋ24	Hokkien	346
17674	王	wɔŋ22	Cantonese	346
17675	王	voŋ11	Hakka	346
17676	之	tʂʅ55	Mandarin	3
17677	之	ʦi44	Fuzhou	3
17678	之	tɕi55	Hokkien	3
17679	之	tsi55	Cantonese	3
17680	之	tsɨ24	Hakka	3
17681	典	tiɛn214	Mandarin	672
17682	典	tieŋ32	Fuzhou	672
17683	典	tian51	Hokkien	672
17684	典	tin35	Cantonese	672
17685	典	tien31	Hakka	672
17686	成	tʂʰəŋ35	Mandarin	412
17687	成	ʦʰiaŋ53	Fuzhou	412
17688	成	tɕʰã24	Hokkien	412
17689	成	tsʰiŋ21	Cantonese	412
17690	成	saŋ11	Hakka	412
17691	禎	tʂən55	Mandarin	673
17692	禎	tiŋ44	Fuzhou	673
17693	禎	tɕiŋ55	Hokkien	673
17694	禎	tsiŋ55	Cantonese	673
17695	禎	tsɨn24	Hakka	673
17696	福	fu35	Mandarin	389
17697	福	houʔ23	Fuzhou	389
17698	福	hɔk̚3ʔ	Hokkien	389
17699	福	fuk55	Cantonese	389
17700	福	fuk̚2	Hakka	389
17701	之	tʂʅ55	Mandarin	3
17702	之	ʦi44	Fuzhou	3
17703	之	tɕi55	Hokkien	3
17704	之	tsi55	Cantonese	3
17705	之	tsɨ24	Hakka	3
17706	邦	pɑŋ55	Mandarin	194
17707	邦	paŋ44	Fuzhou	194
17708	邦	paŋ55	Hokkien	194
17709	邦	pɔŋ55	Cantonese	194
17710	邦	paŋ24	Hakka	194
17711	之	tʂʅ55	Mandarin	3
17712	之	ʦi44	Fuzhou	3
17713	之	tɕi55	Hokkien	3
17714	之	tsi55	Cantonese	3
17715	之	tsɨ24	Hakka	3
17716	之	tʂʅ55	Mandarin	3
17717	之	ʦi44	Fuzhou	3
17718	之	tɕi55	Hokkien	3
17719	之	tsi55	Cantonese	3
17720	之	tsɨ24	Hakka	3
17721	人	rən35	Mandarin	12
17722	人	iŋ53	Fuzhou	12
17723	人	dzin24	Hokkien	12
17724	人	jɐn21	Cantonese	12
17725	人	ŋin11	Hakka	12
17726	之	tʂʅ55	Mandarin	3
17727	之	ʦi44	Fuzhou	3
17728	之	tɕi55	Hokkien	3
17729	之	tsi55	Cantonese	3
17730	之	tsɨ24	Hakka	3
17731	德	tɤ35	Mandarin	132
17732	德	tɑiʔ23	Fuzhou	132
17733	德	tik̚3ʔ	Hokkien	132
17734	德	tɐk55	Cantonese	132
17735	德	tet̚2	Hakka	132
17736	之	tʂʅ55	Mandarin	3
17737	之	ʦi44	Fuzhou	3
17738	之	tɕi55	Hokkien	3
17739	之	tsi55	Cantonese	3
17740	之	tsɨ24	Hakka	3
17741	忘	uɑŋ51	Mandarin	103
17742	忘	uɔŋ242	Fuzhou	103
17743	忘	bɔŋ33	Hokkien	103
17744	忘	mɔŋ21	Cantonese	103
17745	忘	moŋ55	Hakka	103
17746	之	tʂʅ55	Mandarin	3
17747	之	ʦi44	Fuzhou	3
17748	之	tɕi55	Hokkien	3
17749	之	tsi55	Cantonese	3
17750	之	tsɨ24	Hakka	3
17751	矣	i214	Mandarin	16
17752	矣	i32	Fuzhou	16
17753	矣	aʔ3ʔ	Hokkien	16
17754	矣	ji13	Cantonese	16
17755	矣	i31	Hakka	16
17756	之	tʂʅ55	Mandarin	3
17757	之	ʦi44	Fuzhou	3
17758	之	tɕi55	Hokkien	3
17759	之	tsi55	Cantonese	3
17760	之	tsɨ24	Hakka	3
17761	矣	i214	Mandarin	16
17762	矣	i32	Fuzhou	16
17763	矣	aʔ3ʔ	Hokkien	16
17764	矣	ji13	Cantonese	16
17765	矣	i31	Hakka	16
17766	行	ɕiŋ35	Mandarin	13
17767	行	hɛiŋ53	Fuzhou	13
17768	行	hiŋ33	Hokkien	13
17769	行	haŋ21	Cantonese	13
17770	行	haŋ11	Hakka	13
17771	之	tʂʅ55	Mandarin	3
17772	之	ʦi44	Fuzhou	3
17773	之	tɕi55	Hokkien	3
17774	之	tsi55	Cantonese	3
17775	之	tsɨ24	Hakka	3
17776	之	tʂʅ55	Mandarin	3
17777	之	ʦi44	Fuzhou	3
17778	之	tɕi55	Hokkien	3
17779	之	tsi55	Cantonese	3
17780	之	tsɨ24	Hakka	3
17781	康	kʰɑŋ55	Mandarin	294
17782	康	kʰouŋ44	Fuzhou	294
17783	康	kʰŋ55	Hokkien	294
17784	康	hɔŋ55	Cantonese	294
17785	康	kʰoŋ24	Hakka	294
17786	心	ɕin55	Mandarin	27
17787	心	siŋ44	Fuzhou	27
17788	心	ɕim55	Hokkien	27
17789	心	sɐm55	Cantonese	27
17790	心	ɕim24	Hakka	27
17791	之	tʂʅ55	Mandarin	3
17792	之	ʦi44	Fuzhou	3
17793	之	tɕi55	Hokkien	3
17794	之	tsi55	Cantonese	3
17795	之	tsɨ24	Hakka	3
17796	享	ɕiɑŋ214	Mandarin	392
17797	享	hyoŋ32	Fuzhou	392
17798	享	hiaŋ51	Hokkien	392
17799	享	hœŋ35	Cantonese	392
17800	享	hioŋ31	Hakka	392
17801	牛	niou35	Mandarin	438
17802	牛	ŋieu53	Fuzhou	438
17803	牛	gu24	Hokkien	438
17804	牛	ŋɐu21	Cantonese	438
17805	牛	ŋiu11	Hakka	438
17806	之	tʂʅ55	Mandarin	3
17807	之	ʦi44	Fuzhou	3
17808	之	tɕi55	Hokkien	3
17809	之	tsi55	Cantonese	3
17810	之	tsɨ24	Hakka	3
17811	典	tiɛn214	Mandarin	672
17812	典	tieŋ32	Fuzhou	672
17813	典	tian51	Hokkien	672
17814	典	tin35	Cantonese	672
17815	典	tien31	Hakka	672
17816	方	fɑŋ55	Mandarin	101
17817	方	puŋ44	Fuzhou	101
17818	方	pŋ55	Hokkien	101
17819	方	fɔŋ55	Cantonese	101
17820	方	foŋ24	Hakka	101
17821	王	uɑŋ35	Mandarin	346
17822	王	uoŋ53	Fuzhou	346
17823	王	ɔŋ24	Hokkien	346
17824	王	wɔŋ22	Cantonese	346
17825	王	voŋ11	Hakka	346
17826	之	tʂʅ55	Mandarin	3
17827	之	ʦi44	Fuzhou	3
17828	之	tɕi55	Hokkien	3
17829	之	tsi55	Cantonese	3
17830	之	tsɨ24	Hakka	3
17831	夜	iɛ51	Mandarin	49
17832	夜	iɑ242	Fuzhou	49
17833	夜	ia33	Hokkien	49
17834	夜	jɛ22	Cantonese	49
17835	夜	ia55	Hakka	49
17836	威	uei55	Mandarin	380
17837	威	uoi44	Fuzhou	380
17838	威	ui55	Hokkien	380
17839	威	wɐi55	Cantonese	380
17840	威	vi24	Hakka	380
17841	之	tʂʅ55	Mandarin	3
17842	之	ʦi44	Fuzhou	3
17843	之	tɕi55	Hokkien	3
17844	之	tsi55	Cantonese	3
17845	之	tsɨ24	Hakka	3
17846	邦	pɑŋ55	Mandarin	194
17847	邦	paŋ44	Fuzhou	194
17848	邦	paŋ55	Hokkien	194
17849	邦	pɔŋ55	Cantonese	194
17850	邦	paŋ24	Hakka	194
17851	之	tʂʅ55	Mandarin	3
17852	之	ʦi44	Fuzhou	3
17853	之	tɕi55	Hokkien	3
17854	之	tsi55	Cantonese	3
17855	之	tsɨ24	Hakka	3
17856	之	tʂʅ55	Mandarin	3
17857	之	ʦi44	Fuzhou	3
17858	之	tɕi55	Hokkien	3
17859	之	tsi55	Cantonese	3
17860	之	tsɨ24	Hakka	3
17861	神	ʂən35	Mandarin	530
17862	神	siŋ53	Fuzhou	530
17863	神	ɕin24	Hokkien	530
17864	神	sɐn55	Cantonese	530
17865	神	sɨn11	Hakka	530
17866	岳	yɛ51	Mandarin	649
17867	岳	ŋoʔ5	Fuzhou	649
17868	岳	gak̚5ʔ	Hokkien	649
17869	岳	ŋɔk22	Cantonese	649
17870	岳	ŋok̚5	Hakka	649
17871	位	uei51	Mandarin	519
17872	位	uɔi242	Fuzhou	519
17873	位	ui33	Hokkien	519
17874	位	wɐi35	Cantonese	519
17875	位	vi55	Hakka	519
17876	戈	kɤ55	Mandarin	674
17877	戈	kʰuo44	Fuzhou	674
17878	戈	kə55	Hokkien	674
17879	戈	kʷɔ55	Cantonese	674
17880	戈	kʰo24	Hakka	674
17881	德	tɤ35	Mandarin	132
17882	德	tɑiʔ23	Fuzhou	132
17883	德	tik̚3ʔ	Hokkien	132
17884	德	tɐk55	Cantonese	132
17885	德	tet̚2	Hakka	132
17886	夏	ɕia51	Mandarin	331
17887	夏	hɑ242	Fuzhou	331
17888	夏	he33	Hokkien	331
17889	夏	ha22	Cantonese	331
17890	夏	ha55	Hakka	331
17891	之	tʂʅ55	Mandarin	3
17892	之	ʦi44	Fuzhou	3
17893	之	tɕi55	Hokkien	3
17894	之	tsi55	Cantonese	3
17895	之	tsɨ24	Hakka	3
17896	王	uɑŋ35	Mandarin	346
17897	王	uoŋ53	Fuzhou	346
17898	王	ɔŋ24	Hokkien	346
17899	王	wɔŋ22	Cantonese	346
17900	王	voŋ11	Hakka	346
17901	烈	liɛ51	Mandarin	347
17902	烈	lieʔ5	Fuzhou	347
17903	烈	liat̚5ʔ	Hokkien	347
17904	烈	lit22	Cantonese	347
17905	烈	liet̚5	Hakka	347
17906	康	kʰɑŋ55	Mandarin	294
17907	康	kʰouŋ44	Fuzhou	294
17908	康	kʰŋ55	Hokkien	294
17909	康	hɔŋ55	Cantonese	294
17910	康	kʰoŋ24	Hakka	294
17911	皇	xuɑŋ35	Mandarin	364
17912	皇	huoŋ53	Fuzhou	364
17913	皇	hɔŋ24	Hokkien	364
17914	皇	wɔŋ21	Cantonese	364
17915	皇	foŋ11	Hakka	364
17916	康	kʰɑŋ55	Mandarin	294
17917	康	kʰouŋ44	Fuzhou	294
17918	康	kʰŋ55	Hokkien	294
17919	康	hɔŋ55	Cantonese	294
17920	康	kʰoŋ24	Hakka	294
17921	方	fɑŋ55	Mandarin	101
17922	方	puŋ44	Fuzhou	101
17923	方	pŋ55	Hokkien	101
17924	方	fɔŋ55	Cantonese	101
17925	方	foŋ24	Hakka	101
17926	將	tɕiɑŋ55	Mandarin	264
17927	將	ʦuoŋ44	Fuzhou	264
17928	將	tɕɔŋ55	Hokkien	264
17929	將	tsœŋ55	Cantonese	264
17930	將	tɕioŋ55	Hakka	264
17931	簡	tɕiɛn214	Mandarin	675
17932	簡	kaŋ32	Fuzhou	675
17933	簡	kan51	Hokkien	675
17934	簡	kan35	Cantonese	675
17935	簡	kien31	Hakka	675
17936	民	min35	Mandarin	359
17937	民	miŋ53	Fuzhou	359
17938	民	bin24	Hokkien	359
17939	民	mɐn21	Cantonese	359
17940	民	min11	Hakka	359
17941	極	tɕi35	Mandarin	195
17942	極	kiʔ5	Fuzhou	195
17943	極	kik̚5ʔ	Hokkien	195
17944	極	kik22	Cantonese	195
17945	極	kʰit̚5	Hakka	195
17946	育	y51	Mandarin	134
17947	育	yʔ5	Fuzhou	134
17948	育	iɔk̚5ʔ	Hokkien	134
17949	育	juk55	Cantonese	134
17950	育	iuk̚2	Hakka	134
17951	夏	ɕia51	Mandarin	331
17952	夏	hɑ242	Fuzhou	331
17953	夏	he33	Hokkien	331
17954	夏	ha22	Cantonese	331
17955	夏	ha55	Hakka	331
17956	成	tʂʰəŋ35	Mandarin	412
17957	成	ʦʰiaŋ53	Fuzhou	412
17958	成	tɕʰã24	Hokkien	412
17959	成	tsʰiŋ21	Cantonese	412
17960	成	saŋ11	Hakka	412
17961	介	tɕiɛ51	Mandarin	676
17962	介	kɑi212	Fuzhou	676
17963	介	kai31	Hokkien	676
17964	介	kai33	Cantonese	676
17965	介	kie55	Hakka	676
17966	春	tʂʰun55	Mandarin	64
17967	春	ʦʰuŋ44	Fuzhou	64
17968	春	tsʰun55	Hokkien	64
17969	春	tsʰeon55	Cantonese	64
17970	春	tsʰun24	Hakka	64
17971	求	tɕʰiou35	Mandarin	115
17972	求	kieu53	Fuzhou	115
17973	求	kiu24	Hokkien	115
17974	求	kʰɐu21	Cantonese	115
17975	求	kʰiu11	Hakka	115
17976	帝	ti51	Mandarin	454
17977	帝	tɑ212	Fuzhou	454
17978	帝	te31	Hokkien	454
17979	帝	tɐi33	Cantonese	454
17980	帝	ti55	Hakka	454
17981	年	niɛn35	Mandarin	344
17982	年	nieŋ53	Fuzhou	344
17983	年	lian24	Hokkien	344
17984	年	nin21	Cantonese	344
17985	年	ŋien11	Hakka	344
17986	人	rən35	Mandarin	12
17987	人	iŋ53	Fuzhou	12
17988	人	dzin24	Hokkien	12
17989	人	jɐn21	Cantonese	12
17990	人	ŋin11	Hakka	12
17991	王	uɑŋ35	Mandarin	346
17992	王	uoŋ53	Fuzhou	346
17993	王	ɔŋ24	Hokkien	346
17994	王	wɔŋ22	Cantonese	346
17995	王	voŋ11	Hakka	346
17996	夫	fu55	Mandarin	23
17997	夫	hu44	Fuzhou	23
17998	夫	hu55	Hokkien	23
17999	夫	fu55	Cantonese	23
18000	夫	fu24	Hakka	23
18001	穀	ku214	Mandarin	354
18002	穀	kouʔ23	Fuzhou	354
18003	穀	kɔk̚3ʔ	Hokkien	354
18004	穀	kɐu33	Cantonese	354
18005	穀	kuk̚2	Hakka	354
18006	里	li214	Mandarin	244
18007	里	li32	Fuzhou	244
18008	里	li51	Hokkien	244
18009	里	lei13	Cantonese	244
18010	里	li24	Hakka	244
18011	耕	kəŋ55	Mandarin	677
18012	耕	keiŋ44	Fuzhou	677
18013	耕	kiŋ55	Hokkien	677
18014	耕	kɐŋ55	Cantonese	677
18015	耕	kaŋ24	Hakka	677
18016	止	tʂʅ214	Mandarin	40
18017	止	ʦi32	Fuzhou	40
18018	止	tɕi51	Hokkien	40
18019	止	tsi35	Cantonese	40
18020	止	tsɨ31	Hakka	40
18021	容	ruŋ35	Mandarin	220
18022	容	yŋ53	Fuzhou	220
18023	容	iɔŋ24	Hokkien	220
18024	容	juŋ21	Cantonese	220
18025	容	iuŋ11	Hakka	220
18026	惡	ɤ214	Mandarin	447
18027	惡	ɔuʔ23	Fuzhou	447
18028	惡	ɔ̃31	Hokkien	447
18029	惡	ɔk33	Cantonese	447
18030	惡	ok̚2	Hakka	447
18031	夜	iɛ51	Mandarin	49
18032	夜	iɑ242	Fuzhou	49
18033	夜	ia33	Hokkien	49
18034	夜	jɛ22	Cantonese	49
18035	夜	ia55	Hakka	49
18036	禮	li214	Mandarin	186
18037	禮	lɛ32	Fuzhou	186
18038	禮	le51	Hokkien	186
18039	禮	lɐi13	Cantonese	186
18040	禮	li24	Hakka	186
18041	皆	tɕiɛ55	Mandarin	678
18042	皆	kai44	Fuzhou	678
18043	皆	kai55	Hokkien	678
18044	皆	kai55	Cantonese	678
18045	皆	kie24	Hakka	678
18046	羽	y214	Mandarin	17
18047	羽	y32	Fuzhou	17
18048	羽	u51	Hokkien	17
18049	羽	jy13	Cantonese	17
18050	羽	i31	Hakka	17
18051	鼓	ku214	Mandarin	298
18052	鼓	ku32	Fuzhou	298
18053	鼓	kɔ51	Hokkien	298
18054	鼓	ku35	Cantonese	298
18055	鼓	ku31	Hakka	298
18056	奏	tsou51	Mandarin	526
18057	奏	ʦɑu212	Fuzhou	526
18058	奏	tsau31	Hokkien	526
18059	奏	tsɐu33	Cantonese	526
18060	奏	tseu55	Hakka	526
18061	舉	tɕy214	Mandarin	249
18062	舉	ky32	Fuzhou	249
18063	舉	ki51	Hokkien	249
18064	舉	keoi35	Cantonese	249
18065	舉	ki31	Hakka	249
18066	鳴	miŋ35	Mandarin	121
18067	鳴	miŋ53	Fuzhou	121
18068	鳴	biŋ24	Hokkien	121
18069	鳴	miŋ21	Cantonese	121
18070	鳴	min11	Hakka	121
18071	止	tʂʅ214	Mandarin	40
18072	止	ʦi32	Fuzhou	40
18073	止	tɕi51	Hokkien	40
18074	止	tsi35	Cantonese	40
18075	止	tsɨ31	Hakka	40
18076	成	tʂʰəŋ35	Mandarin	412
18077	成	ʦʰiaŋ53	Fuzhou	412
18078	成	tɕʰã24	Hokkien	412
18079	成	tsʰiŋ21	Cantonese	412
18080	成	saŋ11	Hakka	412
18081	魚	y35	Mandarin	335
18082	魚	ŋy53	Fuzhou	335
18083	魚	hi24	Hokkien	335
18084	魚	jy21	Cantonese	335
18085	魚	to24ŋ̍11	Hakka	335
18086	福	fu35	Mandarin	389
18087	福	houʔ23	Fuzhou	389
18088	福	hɔk̚3ʔ	Hokkien	389
18089	福	fuk55	Cantonese	389
18090	福	fuk̚2	Hakka	389
18091	肅	su51	Mandarin	679
18092	肅	søyʔ23	Fuzhou	679
18093	肅	ɕɔk̚3ʔ	Hokkien	679
18094	肅	suk55	Cantonese	679
18095	肅	suk̚2	Hakka	679
18096	穆	mu51	Mandarin	680
18097	穆	muʔ5	Fuzhou	680
18098	穆	bɔk̚5ʔ	Hokkien	680
18099	穆	muk22	Cantonese	680
18100	穆	muk̚5	Hakka	680
18101	牡	mu214	Mandarin	123
18102	牡	mu32	Fuzhou	123
18103	牡	bɔ51	Hokkien	123
18104	牡	mau13	Cantonese	123
18105	牡	meu31	Hakka	123
18106	考	kʰɑu214	Mandarin	299
18107	考	kʰo32	Fuzhou	299
18108	考	kʰə51	Hokkien	299
18109	考	hau35	Cantonese	299
18110	考	kʰau31	Hakka	299
18111	人	rən35	Mandarin	12
18112	人	iŋ53	Fuzhou	12
18113	人	dzin24	Hokkien	12
18114	人	jɐn21	Cantonese	12
18115	人	ŋin11	Hakka	12
18116	壽	ʂou51	Mandarin	353
18117	壽	siɛu242	Fuzhou	353
18118	壽	ɕu33	Hokkien	353
18119	壽	sɐu22	Cantonese	353
18120	壽	su55	Hakka	353
18121	祉	tʂʅ214	Mandarin	417
18122	祉	ʦi32	Fuzhou	417
18123	祉	tɕi51	Hokkien	417
18124	祉	tsi35	Cantonese	417
18125	祉	tsɨ31	Hakka	417
18126	考	kʰɑu214	Mandarin	299
18127	考	kʰo32	Fuzhou	299
18128	考	kʰə51	Hokkien	299
18129	考	hau35	Cantonese	299
18130	考	kʰau31	Hakka	299
18131	王	uɑŋ35	Mandarin	346
18132	王	uoŋ53	Fuzhou	346
18133	王	ɔŋ24	Hokkien	346
18134	王	wɔŋ22	Cantonese	346
18135	王	voŋ11	Hakka	346
18136	章	tʂɑŋ55	Mandarin	413
18137	章	ʦuoŋ44	Fuzhou	413
18138	章	tɕũ55	Hokkien	413
18139	章	tsœŋ55	Cantonese	413
18140	章	tsoŋ24	Hakka	413
18141	陽	iɑŋ35	Mandarin	55
18142	陽	yoŋ53	Fuzhou	55
18143	陽	iũ24	Hokkien	55
18144	陽	jœŋ21	Cantonese	55
18145	陽	ioŋ11	Hakka	55
18146	考	kʰɑu214	Mandarin	299
18147	考	kʰo32	Fuzhou	299
18148	考	kʰə51	Hokkien	299
18149	考	hau35	Cantonese	299
18150	考	kʰau31	Hakka	299
18151	享	ɕiɑŋ214	Mandarin	392
18152	享	hyoŋ32	Fuzhou	392
18153	享	hiaŋ51	Hokkien	392
18154	享	hœŋ35	Cantonese	392
18155	享	hioŋ31	Hakka	392
18156	壽	ʂou51	Mandarin	353
18157	壽	siɛu242	Fuzhou	353
18158	壽	ɕu33	Hokkien	353
18159	壽	sɐu22	Cantonese	353
18160	壽	su55	Hakka	353
18161	之	tʂʅ55	Mandarin	3
18162	之	ʦi44	Fuzhou	3
18163	之	tɕi55	Hokkien	3
18164	之	tsi55	Cantonese	3
18165	之	tsɨ24	Hakka	3
18166	福	fu35	Mandarin	389
18167	福	houʔ23	Fuzhou	389
18168	福	hɔk̚3ʔ	Hokkien	389
18169	福	fuk55	Cantonese	389
18170	福	fuk̚2	Hakka	389
18171	馬	ma214	Mandarin	31
18172	馬	ma32	Fuzhou	31
18173	馬	ma51	Hokkien	31
18174	馬	ma13	Cantonese	31
18175	馬	ma24	Hakka	31
18176	且	tɕy55	Mandarin	158
18177	且	ʦʰia32	Fuzhou	158
18178	且	tɕʰã51	Hokkien	158
18179	且	tseoi55	Cantonese	158
18180	且	tɕʰia24	Hakka	158
18181	宿	su51	Mandarin	201
18182	宿	søyʔ23	Fuzhou	201
18183	宿	ɕu31	Hokkien	201
18184	宿	suk55	Cantonese	201
18185	宿	ɕiu55	Hakka	201
18186	信	ɕin51	Mandarin	241
18187	信	sɛiŋ212	Fuzhou	241
18188	信	ɕin31	Hokkien	241
18189	信	sɐn55	Cantonese	241
18190	信	ɕin55	Hakka	241
18191	馬	ma214	Mandarin	31
18192	馬	ma32	Fuzhou	31
18193	馬	ma51	Hokkien	31
18194	馬	ma13	Cantonese	31
18195	馬	ma24	Hakka	31
18196	之	tʂʅ55	Mandarin	3
18197	之	ʦi44	Fuzhou	3
18198	之	tɕi55	Hokkien	3
18199	之	tsi55	Cantonese	3
18200	之	tsɨ24	Hakka	3
18201	之	tʂʅ55	Mandarin	3
18202	之	ʦi44	Fuzhou	3
18203	之	tɕi55	Hokkien	3
18204	之	tsi55	Cantonese	3
18205	之	tsɨ24	Hakka	3
18206	威	uei55	Mandarin	380
18207	威	uoi44	Fuzhou	380
18208	威	ui55	Hokkien	380
18209	威	wɐi55	Cantonese	380
18210	威	vi24	Hakka	380
18211	夷	i35	Mandarin	43
18212	夷	i53	Fuzhou	43
18213	夷	i24	Hokkien	43
18214	夷	ji21	Cantonese	43
18215	夷	i11	Hakka	43
18216	王	uɑŋ35	Mandarin	346
18217	王	uoŋ53	Fuzhou	346
18218	王	ɔŋ24	Hokkien	346
18219	王	wɔŋ22	Cantonese	346
18220	王	voŋ11	Hakka	346
18221	烈	liɛ51	Mandarin	347
18222	烈	lieʔ5	Fuzhou	347
18223	烈	liat̚5ʔ	Hokkien	347
18224	烈	lit22	Cantonese	347
18225	烈	liet̚5	Hakka	347
18226	王	uɑŋ35	Mandarin	346
18227	王	uoŋ53	Fuzhou	346
18228	王	ɔŋ24	Hokkien	346
18229	王	wɔŋ22	Cantonese	346
18230	王	voŋ11	Hakka	346
18231	之	tʂʅ55	Mandarin	3
18232	之	ʦi44	Fuzhou	3
18233	之	tɕi55	Hokkien	3
18234	之	tsi55	Cantonese	3
18235	之	tsɨ24	Hakka	3
18236	劉	liou35	Mandarin	609
18237	劉	lau53	Fuzhou	609
18238	劉	lau24	Hokkien	609
18239	劉	lɐu21	Cantonese	609
18240	劉	liu11	Hakka	609
18241	造	tsɑu51	Mandarin	233
18242	造	ʦɔ242	Fuzhou	233
18243	造	tsə33	Hokkien	233
18244	造	tsou22	Cantonese	233
18245	造	tsʰo55	Hakka	233
18246	考	kʰɑu214	Mandarin	299
18247	考	kʰo32	Fuzhou	299
18248	考	kʰə51	Hokkien	299
18249	考	hau35	Cantonese	299
18250	考	kʰau31	Hakka	299
18251	祖	tsu214	Mandarin	430
18252	祖	ʦu32	Fuzhou	430
18253	祖	tsɔ51	Hokkien	430
18254	祖	tsou35	Cantonese	430
18255	祖	tsu31	Hakka	430
18256	止	tʂʅ214	Mandarin	40
18257	止	ʦi32	Fuzhou	40
18258	止	tɕi51	Hokkien	40
18259	止	tsi35	Cantonese	40
18260	止	tsɨ31	Hakka	40
18261	止	tʂʅ214	Mandarin	40
18262	止	ʦi32	Fuzhou	40
18263	止	tɕi51	Hokkien	40
18264	止	tsi35	Cantonese	40
18265	止	tsɨ31	Hakka	40
18266	王	uɑŋ35	Mandarin	346
18267	王	uoŋ53	Fuzhou	346
18268	王	ɔŋ24	Hokkien	346
18269	王	wɔŋ22	Cantonese	346
18270	王	voŋ11	Hakka	346
18271	忘	uɑŋ51	Mandarin	103
18272	忘	uɔŋ242	Fuzhou	103
18273	忘	bɔŋ33	Hokkien	103
18274	忘	mɔŋ21	Cantonese	103
18275	忘	moŋ55	Hakka	103
18276	止	tʂʅ214	Mandarin	40
18277	止	ʦi32	Fuzhou	40
18278	止	tɕi51	Hokkien	40
18279	止	tsi35	Cantonese	40
18280	止	tsɨ31	Hakka	40
18281	考	kʰɑu214	Mandarin	299
18282	考	kʰo32	Fuzhou	299
18283	考	kʰə51	Hokkien	299
18284	考	hau35	Cantonese	299
18285	考	kʰau31	Hakka	299
18286	哉	tsai55	Mandarin	5
18287	哉	ʦai44	Fuzhou	5
18288	哉	tsai55	Hokkien	5
18289	哉	tsɔi55	Cantonese	5
18290	哉	tsai24	Hakka	5
18291	之	tʂʅ55	Mandarin	3
18292	之	ʦi44	Fuzhou	3
18293	之	tɕi55	Hokkien	3
18294	之	tsi55	Cantonese	3
18295	之	tsɨ24	Hakka	3
18296	難	nan35	Mandarin	381
18297	難	naŋ53	Fuzhou	381
18298	難	lan24	Hokkien	381
18299	難	nan22	Cantonese	381
18300	難	nan55	Hakka	381
18301	考	kʰɑu214	Mandarin	299
18302	考	kʰo32	Fuzhou	299
18303	考	kʰə51	Hokkien	299
18304	考	hau35	Cantonese	299
18305	考	kʰau31	Hakka	299
18306	身	ʂən55	Mandarin	96
18307	身	siŋ44	Fuzhou	96
18308	身	ɕin55	Hokkien	96
18309	身	sɐn55	Cantonese	96
18310	身	sɨn24	Hakka	96
18311	之	tʂʅ55	Mandarin	3
