ID	CONCEPT	IPA	DOCULECT	COGID
8540	矣	i31	Hakka	16
8541	矣	i214	Mandarin	16
8542	矣	i32	Fuzhou	16
8543	矣	aʔ3ʔ	Hokkien	16
8544	矣	ji13	Cantonese	16
8545	矣	i31	Hakka	16
8546	矣	i214	Mandarin	16
8547	矣	i32	Fuzhou	16
8548	矣	aʔ3ʔ	Hokkien	16
8549	矣	ji13	Cantonese	16
8550	矣	i31	Hakka	16
8551	矣	i214	Mandarin	16
8552	矣	i32	Fuzhou	16
8553	矣	aʔ3ʔ	Hokkien	16
8554	矣	ji13	Cantonese	16
8555	矣	i31	Hakka	16
8556	矣	i214	Mandarin	16
8557	矣	i32	Fuzhou	16
8558	矣	aʔ3ʔ	Hokkien	16
8559	矣	ji13	Cantonese	16
8560	矣	i31	Hakka	16
8561	祖	tsu214	Mandarin	430
8562	祖	ʦu32	Fuzhou	430
8563	祖	tsɔ51	Hokkien	430
8564	祖	tsou35	Cantonese	430
8565	祖	tsu31	Hakka	430
8566	堵	tu214	Mandarin	431
8567	堵	tu32	Fuzhou	431
8568	堵	tɔ51	Hokkien	431
8569	堵	tou35	Cantonese	431
8570	堵	tu31	Hakka	431
8571	戶	xu51	Mandarin	306
8572	戶	hou242	Fuzhou	306
8573	戶	hɔ33	Hokkien	306
8574	戶	wu22	Cantonese	306
8575	戶	fu55	Hakka	306
8576	處	tʂʰu214	Mandarin	57
8577	處	ʦʰy32	Fuzhou	57
8578	處	tsʰu31	Hokkien	57
8579	處	tsʰy35	Cantonese	57
8580	處	tsʰu31	Hakka	57
8581	閣	kɤ35	Mandarin	432
8582	閣	kɔʔ23	Fuzhou	432
8583	閣	kəʔ3ʔ	Hokkien	432
8584	閣	kɔk33	Cantonese	432
8585	閣	kok̚2	Hakka	432
8586	去	tɕʰy51	Mandarin	433
8587	去	kʰøy212	Fuzhou	433
8588	去	kʰi31	Hokkien	433
8589	去	heoi35	Cantonese	433
8590	去	hi55	Hakka	433
8591	革	tɕi35	Mandarin	54
8592	革	kɑiʔ23	Fuzhou	54
8593	革	kik̚3ʔ	Hokkien	54
8594	革	kik55	Cantonese	54
8595	革	kiet̚2	Hakka	54
8596	冥	miŋ35	Mandarin	434
8597	冥	miŋ53	Fuzhou	434
8598	冥	biŋ24	Hokkien	434
8599	冥	miŋ13	Cantonese	434
8600	冥	men11	Hakka	434
8601	寧	niŋ35	Mandarin	383
8602	寧	niŋ53	Fuzhou	383
8603	寧	liŋ24	Hokkien	383
8604	寧	niŋ22	Cantonese	383
8605	寧	nen11	Hakka	383
8606	寢	tɕʰin214	Mandarin	435
8607	寢	tsʰiŋ32	Fuzhou	435
8608	寢	tɕʰim51	Hokkien	435
8609	寢	tsʰɐm35	Cantonese	435
8610	寢	tɕʰim31	Hakka	435
8611	興	ɕiŋ55	Mandarin	321
8612	興	hiŋ44	Fuzhou	321
8613	興	hiŋ55	Hokkien	321
8614	興	hiŋ55	Cantonese	321
8615	興	him55	Hakka	321
8616	何	xɤ35	Mandarin	69
8617	何	ho53	Fuzhou	69
8618	何	hə24	Hokkien	69
8619	何	hɔ22	Cantonese	69
8620	何	ho11	Hakka	69
8621	之	tʂʅ55	Mandarin	3
8622	之	ʦi44	Fuzhou	3
8623	之	tɕi55	Hokkien	3
8624	之	tsi55	Cantonese	3
8625	之	tsɨ24	Hakka	3
8626	祥	ɕiɑŋ35	Mandarin	436
8627	祥	suoŋ53	Fuzhou	436
8628	祥	ɕɔŋ24	Hokkien	436
8629	祥	tsʰœŋ21	Cantonese	436
8630	祥	ɕioŋ11	Hakka	436
8631	祥	ɕiɑŋ35	Mandarin	436
8632	祥	suoŋ53	Fuzhou	436
8633	祥	ɕɔŋ24	Hokkien	436
8634	祥	tsʰœŋ21	Cantonese	436
8635	祥	ɕioŋ11	Hakka	436
8636	皇	xuɑŋ35	Mandarin	364
8637	皇	huoŋ53	Fuzhou	364
8638	皇	hɔŋ24	Hokkien	364
8639	皇	wɔŋ21	Cantonese	364
8640	皇	foŋ11	Hakka	364
8641	王	uɑŋ35	Mandarin	346
8642	王	uoŋ53	Fuzhou	346
8643	王	ɔŋ24	Hokkien	346
8644	王	wɔŋ22	Cantonese	346
8645	王	voŋ11	Hakka	346
8646	儀	i35	Mandarin	168
8647	儀	ŋi53	Fuzhou	168
8648	儀	gi24	Hokkien	168
8649	儀	ji21	Cantonese	168
8650	儀	ŋi11	Hakka	168
8651	羊	iɑŋ35	Mandarin	358
8652	羊	yoŋ53	Fuzhou	358
8653	羊	iũ24	Hokkien	358
8654	羊	jœŋ21	Cantonese	358
8655	羊	ioŋ11	Hakka	358
8656	群	tɕʰyn35	Mandarin	437
8657	群	kuŋ53	Fuzhou	437
8658	群	kun24	Hokkien	437
8659	群	kʷʰɐn21	Cantonese	437
8660	群	kʰiun11	Hakka	437
8661	牛	niou35	Mandarin	438
8662	牛	ŋieu53	Fuzhou	438
8663	牛	gu24	Hokkien	438
8664	牛	ŋɐu21	Cantonese	438
8665	牛	ŋiu11	Hakka	438
8666	思	sɿ55	Mandarin	28
8667	思	sy44	Fuzhou	28
8668	思	su31	Hokkien	28
8669	思	si55	Cantonese	28
8670	思	sɨ24	Hakka	28
8671	思	sɿ55	Mandarin	28
8672	思	sy44	Fuzhou	28
8673	思	su31	Hokkien	28
8674	思	si55	Cantonese	28
8675	思	sɨ24	Hakka	28
8676	阿	a55	Mandarin	199
8677	阿	a44	Fuzhou	199
8678	阿	ɔ55	Hokkien	199
8679	阿	a33	Cantonese	199
8680	阿	a24	Hakka	199
8681	池	tʂʰʅ35	Mandarin	336
8682	池	tie53	Fuzhou	336
8683	池	ti24	Hokkien	336
8684	池	tsʰi21	Cantonese	336
8685	池	tsʰɨ11	Hakka	336
8686	思	sɿ55	Mandarin	28
8687	思	sy44	Fuzhou	28
8688	思	su31	Hokkien	28
8689	思	si55	Cantonese	28
8690	思	sɨ24	Hakka	28
8691	思	sɿ55	Mandarin	28
8692	思	sy44	Fuzhou	28
8693	思	su31	Hokkien	28
8694	思	si55	Cantonese	28
8695	思	sɨ24	Hakka	28
8696	蒸	tʂəŋ55	Mandarin	439
8697	蒸	ʦiŋ44	Fuzhou	439
8698	蒸	tɕiŋ55	Hokkien	439
8699	蒸	tsiŋ55	Cantonese	439
8700	蒸	tsɨn24	Hakka	439
8701	思	sɿ55	Mandarin	28
8702	思	sy44	Fuzhou	28
8703	思	su31	Hokkien	28
8704	思	si55	Cantonese	28
8705	思	sɨ24	Hakka	28
8706	矣	i214	Mandarin	16
8707	矣	i32	Fuzhou	16
8708	矣	aʔ3ʔ	Hokkien	16
8709	矣	ji13	Cantonese	16
8710	矣	i31	Hakka	16
8711	矣	i214	Mandarin	16
8712	矣	i32	Fuzhou	16
8713	矣	aʔ3ʔ	Hokkien	16
8714	矣	ji13	Cantonese	16
8715	矣	i31	Hakka	16
8716	之	tʂʅ55	Mandarin	3
8717	之	ʦi44	Fuzhou	3
8718	之	tɕi55	Hokkien	3
8719	之	tsi55	Cantonese	3
8720	之	tsɨ24	Hakka	3
8721	矣	i214	Mandarin	16
8722	矣	i32	Fuzhou	16
8723	矣	aʔ3ʔ	Hokkien	16
8724	矣	ji13	Cantonese	16
8725	矣	i31	Hakka	16
8726	年	niɛn35	Mandarin	344
8727	年	nieŋ53	Fuzhou	344
8728	年	lian24	Hokkien	344
8729	年	nin21	Cantonese	344
8730	年	ŋien11	Hakka	344
8731	矣	i214	Mandarin	16
8732	矣	i32	Fuzhou	16
8733	矣	aʔ3ʔ	Hokkien	16
8734	矣	ji13	Cantonese	16
8735	矣	i31	Hakka	16
8736	尹	in214	Mandarin	440
8737	尹	yŋ32	Fuzhou	440
8738	尹	un51	Hokkien	440
8739	尹	wɐn13	Cantonese	440
8740	尹	iun31	Hakka	440
8741	談	tʰan35	Mandarin	441
8742	談	taŋ53	Fuzhou	441
8743	談	tam24	Hokkien	441
8744	談	tʰam21	Cantonese	441
8745	談	tʰam11	Hakka	441
8746	尹	in214	Mandarin	440
8747	尹	yŋ32	Fuzhou	440
8748	尹	un51	Hokkien	440
8749	尹	wɐn13	Cantonese	440
8750	尹	iun31	Hakka	440
8751	何	xɤ35	Mandarin	69
8752	何	ho53	Fuzhou	69
8753	何	hə24	Hokkien	69
8754	何	hɔ22	Cantonese	69
8755	何	ho11	Hakka	69
8756	多	tuo55	Mandarin	82
8757	多	to44	Fuzhou	82
8758	多	tə55	Hokkien	82
8759	多	tɔ55	Cantonese	82
8760	多	to24	Hakka	82
8761	嘉	tɕia55	Mandarin	189
8762	嘉	ka44	Fuzhou	189
8763	嘉	ka55	Hokkien	189
8764	嘉	ka55	Cantonese	189
8765	嘉	ka24	Hakka	189
8766	均	tɕyn55	Mandarin	378
8767	均	kiŋ44	Fuzhou	378
8768	均	kin55	Hokkien	378
8769	均	kʷɐn55	Cantonese	378
8770	均	kiun24	Hakka	378
8771	維	uei35	Mandarin	442
8772	維	mi53	Fuzhou	442
8773	維	ui24	Hokkien	442
8774	維	wɐi21	Cantonese	442
8775	維	vi11	Hakka	442
8776	迷	mi35	Mandarin	443
8777	迷	mi53	Fuzhou	443
8778	迷	be24	Hokkien	443
8779	迷	mɐi21	Cantonese	443
8780	迷	mi11	Hakka	443
8781	信	ɕin51	Mandarin	241
8782	信	sɛiŋ212	Fuzhou	241
8783	信	ɕin31	Hokkien	241
8784	信	sɐn55	Cantonese	241
8785	信	ɕin55	Hakka	241
8786	仕	ʂʅ51	Mandarin	444
8787	仕	søy242	Fuzhou	444
8788	仕	su33	Hokkien	444
8789	仕	si22	Cantonese	444
8790	仕	sɨ55	Hakka	444
8791	已	i214	Mandarin	86
8792	已	i32	Fuzhou	86
8793	已	i51	Hokkien	86
8794	已	ji13	Cantonese	86
8795	已	i24	Hakka	86
8796	仕	ʂʅ51	Mandarin	444
8797	仕	søy242	Fuzhou	444
8798	仕	su33	Hokkien	444
8799	仕	si22	Cantonese	444
8800	仕	sɨ55	Hakka	444
8801	惠	xuei51	Mandarin	95
8802	惠	hiɛ242	Fuzhou	95
8803	惠	hui33	Hokkien	95
8804	惠	wɐi22	Cantonese	95
8805	惠	fi55	Hakka	95
8806	屆	tɕiɛ51	Mandarin	445
8807	屆	kɑi212	Fuzhou	445
8808	屆	kai31	Hokkien	445
8809	屆	kai33	Cantonese	445
8810	屆	kie55	Hakka	445
8811	夷	i35	Mandarin	43
8812	夷	i53	Fuzhou	43
8813	夷	i24	Hokkien	43
8814	夷	ji21	Cantonese	43
8815	夷	i11	Hakka	43
8816	違	uei35	Mandarin	128
8817	違	uoi53	Fuzhou	128
8818	違	ui24	Hokkien	128
8819	違	wɐi21	Cantonese	128
8820	違	vi11	Hakka	128
8821	寧	niŋ35	Mandarin	383
8822	寧	nɛiŋ242	Fuzhou	383
8823	寧	liŋ24	Hokkien	383
8824	寧	niŋ22	Cantonese	383
8825	寧	nen11	Hakka	383
8826	成	tʂʰəŋ35	Mandarin	412
8827	成	ʦʰiaŋ53	Fuzhou	412
8828	成	tɕʰã24	Hokkien	412
8829	成	tsʰiŋ21	Cantonese	412
8830	成	saŋ11	Hakka	412
8831	政	tʂəŋ51	Mandarin	446
8832	政	ʦɛiŋ212	Fuzhou	446
8833	政	tɕiŋ31	Hokkien	446
8834	政	tsiŋ33	Cantonese	446
8835	政	tsɨn55	Hakka	446
8836	牡	mu214	Mandarin	123
8837	牡	mu32	Fuzhou	123
8838	牡	bɔ51	Hokkien	123
8839	牡	mɐu13	Cantonese	123
8840	牡	meu31	Hakka	123
8841	方	fɑŋ55	Mandarin	101
8842	方	puŋ44	Fuzhou	101
8843	方	pŋ55	Hokkien	101
8844	方	fɔŋ55	Cantonese	101
8845	方	foŋ24	Hakka	101
8846	惡	ɤ214	Mandarin	447
8847	惡	ou212	Fuzhou	447
8848	惡	ɔ̃31	Hokkien	447
8849	惡	ɔk33	Cantonese	447
8850	惡	ok̚2	Hakka	447
8851	矣	i214	Mandarin	16
8852	矣	i32	Fuzhou	16
8853	矣	aʔ3ʔ	Hokkien	16
8854	矣	ji13	Cantonese	16
8855	矣	i31	Hakka	16
8856	矣	i214	Mandarin	16
8857	矣	i32	Fuzhou	16
8858	矣	aʔ3ʔ	Hokkien	16
8859	矣	ji13	Cantonese	16
8860	矣	i31	Hakka	16
8861	寧	niŋ35	Mandarin	383
8862	寧	niŋ53	Fuzhou	383
8863	寧	liŋ24	Hokkien	383
8864	寧	niŋ22	Cantonese	383
8865	寧	nen11	Hakka	383
8866	心	ɕin55	Mandarin	27
8867	心	siŋ44	Fuzhou	27
8868	心	ɕim55	Hokkien	27
8869	心	sɐm55	Cantonese	27
8870	心	ɕim24	Hakka	27
8871	誦	suŋ51	Mandarin	448
8872	誦	søyŋ242	Fuzhou	448
8873	誦	ɕɔŋ33	Hokkien	448
8874	誦	tsuŋ22	Cantonese	448
8875	誦	ɕiuŋ55	Hakka	448
8876	心	ɕin55	Mandarin	27
8877	心	siŋ44	Fuzhou	27
8878	心	ɕim55	Hokkien	27
8879	心	sɐm55	Cantonese	27
8880	心	ɕim24	Hakka	27
8881	邦	pɑŋ55	Mandarin	194
8882	邦	paŋ44	Fuzhou	194
8883	邦	paŋ55	Hokkien	194
8884	邦	pɔŋ55	Cantonese	194
8885	邦	paŋ24	Hakka	194
8886	言	iɛn35	Mandarin	149
8887	言	ŋyoŋ53	Fuzhou	149
8888	言	gian24	Hokkien	149
8889	言	jin21	Cantonese	149
8890	言	ŋien11	Hakka	149
8891	將	tɕiɑŋ55	Mandarin	264
8892	將	ʦuoŋ44	Fuzhou	264
8893	將	tɕɔŋ55	Hokkien	264
8894	將	tsœŋ55	Cantonese	264
8895	將	tɕioŋ55	Hakka	264
8896	心	ɕin55	Mandarin	27
8897	心	siŋ44	Fuzhou	27
8898	心	ɕim55	Hokkien	27
8899	心	sɐm55	Cantonese	27
8900	心	ɕim24	Hakka	27
8901	愈	y51	Mandarin	449
8902	愈	y32	Fuzhou	449
8903	愈	dzu51	Hokkien	449
8904	愈	jy22	Cantonese	449
8905	愈	i55	Hakka	449
8906	愈	y51	Mandarin	449
8907	愈	y32	Fuzhou	449
8908	愈	dzu51	Hokkien	449
8909	愈	jy22	Cantonese	449
8910	愈	i55	Hakka	449
8911	侮	u214	Mandarin	450
8912	侮	u32	Fuzhou	450
8913	侮	bu51	Hokkien	450
8914	侮	mou13	Cantonese	450
8915	侮	vu31	Hakka	450
8916	祿	lu51	Mandarin	388
8917	祿	lyʔ5	Fuzhou	388
8918	祿	lɔk̚5ʔ	Hokkien	388
8919	祿	luk22	Cantonese	388
8920	祿	luk̚2	Hakka	388
8921	辜	ku55	Mandarin	451
8922	辜	ku44	Fuzhou	451
8923	辜	kɔ55	Hokkien	451
8924	辜	ku55	Cantonese	451
8925	辜	ku24	Hakka	451
8926	僕	pʰu35	Mandarin	452
8927	僕	puʔ5	Fuzhou	452
8928	僕	pɔk̚5ʔ	Hokkien	452
8929	僕	puk22	Cantonese	452
8930	僕	pʰuk̚2	Hakka	452
8931	斯	sɿ55	Mandarin	56
8932	斯	sy44	Fuzhou	56
8933	斯	su55	Hokkien	56
8934	斯	si55	Cantonese	56
8935	斯	sɨ24	Hakka	56
8936	祿	lu51	Mandarin	388
8937	祿	lyʔ5	Fuzhou	388
8938	祿	lɔk̚5ʔ	Hokkien	388
8939	祿	luk22	Cantonese	388
8940	祿	luk̚2	Hakka	388
8941	止	tʂʅ214	Mandarin	40
8942	止	ʦi32	Fuzhou	40
8943	止	tɕi51	Hokkien	40
8944	止	tsi35	Cantonese	40
8945	止	tsɨ31	Hakka	40
8946	屋	məŋ51	Mandarin	50
8947	屋	ouʔ23	Fuzhou	50
8948	屋	ɔk̚3ʔ	Hokkien	50
8949	屋	ŋuk55	Cantonese	50
8950	屋	vuk̚2	Hakka	50
8951	林	lin35	Mandarin	26
8952	林	liŋ53	Fuzhou	26
8953	林	lim24	Hokkien	26
8954	林	lɐm21	Cantonese	26
8955	林	lim11	Hakka	26
8956	蒸	tʂəŋ55	Mandarin	439
8957	蒸	ʦiŋ44	Fuzhou	439
8958	蒸	tɕiŋ55	Hokkien	439
8959	蒸	tsiŋ55	Cantonese	439
8960	蒸	tsɨn24	Hakka	439
8961	勝	ʂəŋ51	Mandarin	453
8962	勝	sɛiŋ212	Fuzhou	453
8963	勝	ɕiŋ31	Hokkien	453
8964	勝	siŋ55	Cantonese	453
8965	勝	sɨn55	Hakka	453
8966	帝	ti51	Mandarin	454
8967	帝	tɑ212	Fuzhou	454
8968	帝	te31	Hokkien	454
8969	帝	tɐi33	Cantonese	454
8970	帝	ti55	Hakka	454
8971	卑	pei55	Mandarin	455
8972	卑	pi44	Fuzhou	455
8973	卑	pi55	Hokkien	455
8974	卑	pei55	Cantonese	455
8975	卑	pi24	Hakka	455
8976	陵	liŋ35	Mandarin	390
8977	陵	liŋ53	Fuzhou	390
8978	陵	liŋ24	Hokkien	390
8979	陵	liŋ21	Cantonese	390
8980	陵	lin11	Hakka	390
8981	言	iɛn35	Mandarin	149
8982	言	ŋyoŋ53	Fuzhou	149
8983	言	gian24	Hokkien	149
8984	言	jin21	Cantonese	149
8985	言	ŋien11	Hakka	149
8986	高	kɑu55	Mandarin	456
8987	高	ko44	Fuzhou	456
8988	高	kau55	Hokkien	456
8989	高	kou55	Cantonese	456
8990	高	ko24	Hakka	456
8991	局	tɕy35	Mandarin	457
8992	局	kyʔ5	Fuzhou	457
8993	局	kiɔk̚5ʔ	Hokkien	457
8994	局	kuk22	Cantonese	457
8995	局	kʰiuk̚5	Hakka	457
8996	言	iɛn35	Mandarin	149
8997	言	ŋyoŋ53	Fuzhou	149
8998	言	gian24	Hokkien	149
8999	言	jin21	Cantonese	149
9000	言	ŋien11	Hakka	149
9001	人	rən35	Mandarin	12
9002	人	iŋ53	Fuzhou	12
9003	人	dzin24	Hokkien	12
9004	人	jɐn21	Cantonese	12
9005	人	ŋin11	Hakka	12
9006	田	tʰiɛn35	Mandarin	183
9007	田	tieŋ53	Fuzhou	183
9008	田	tian24	Hokkien	183
9009	田	tʰin21	Cantonese	183
9010	田	tʰien11	Hakka	183
9011	特	tʰɤ51	Mandarin	169
9012	特	tɛiʔ5	Fuzhou	169
9013	特	tik̚5ʔ	Hokkien	169
9014	特	tɐk22	Cantonese	169
9015	特	tʰit̚5	Hakka	169
9016	克	kʰɤ51	Mandarin	280
9017	克	kʰɑiʔ23	Fuzhou	280
9018	克	kʰik̚3ʔ	Hokkien	280
9019	克	hɐk55	Cantonese	280
9020	克	kʰiet̚2	Hakka	280
9021	則	tsɤ35	Mandarin	411
9022	則	ʦɑiʔ23	Fuzhou	411
9023	則	tɕik̚3ʔ	Hokkien	411
9024	則	tsɐk55	Cantonese	411
9025	則	tset̚2	Hakka	411
9026	仇	tʂʰou35	Mandarin	25
9027	仇	sieu53	Fuzhou	25
9028	仇	kiu24	Hokkien	25
9029	仇	tsʰɐu21	Cantonese	25
9030	仇	su11	Hakka	25
9031	矣	i214	Mandarin	16
9032	矣	i32	Fuzhou	16
9033	矣	aʔ3ʔ	Hokkien	16
9034	矣	ji13	Cantonese	16
9035	矣	i31	Hakka	16
9036	之	tʂʅ55	Mandarin	3
9037	之	ʦi44	Fuzhou	3
9038	之	tɕi55	Hokkien	3
9039	之	tsi55	Cantonese	3
9040	之	tsɨ24	Hakka	3
9041	矣	i214	Mandarin	16
9042	矣	i32	Fuzhou	16
9043	矣	aʔ3ʔ	Hokkien	16
9044	矣	ji13	Cantonese	16
9045	矣	i31	Hakka	16
9046	揚	iɑŋ35	Mandarin	173
9047	揚	yoŋ53	Fuzhou	173
9048	揚	iɔŋ24	Hokkien	173
9049	揚	jœŋ21	Cantonese	173
9050	揚	ioŋ11	Hakka	173
9051	之	tʂʅ55	Mandarin	3
9052	之	ʦi44	Fuzhou	3
9053	之	tɕi55	Hokkien	3
9054	之	tsi55	Cantonese	3
9055	之	tsɨ24	Hakka	3
9056	之	tʂʅ55	Mandarin	3
9057	之	ʦi44	Fuzhou	3
9058	之	tɕi55	Hokkien	3
9059	之	tsi55	Cantonese	3
9060	之	tsɨ24	Hakka	3
9061	載	tsai214	Mandarin	458
9062	載	ʦai32	Fuzhou	458
9063	載	tsai31	Hokkien	458
9064	載	tsɔi35	Cantonese	458
9065	載	tsai31	Hakka	458
9066	輔	fu214	Mandarin	459
9067	輔	hu32	Fuzhou	459
9068	輔	hu51	Hokkien	459
9069	輔	fu22	Cantonese	459
9070	輔	pʰu31	Hakka	459
9071	載	tsai214	Mandarin	458
9072	載	ʦai32	Fuzhou	458
9073	載	tsai31	Hokkien	458
9074	載	tsɔi35	Cantonese	458
9075	載	tsai31	Hakka	458
9076	予	y214	Mandarin	339
9077	予	y32	Fuzhou	339
9078	予	hɔ33	Hokkien	339
9079	予	jy13	Cantonese	339
9080	予	i11	Hakka	339
9081	輔	fu214	Mandarin	459
9082	輔	hu32	Fuzhou	459
9083	輔	hu51	Hokkien	459
9084	輔	fu22	Cantonese	459
9085	輔	pʰu31	Hakka	459
9086	輻	fu35	Mandarin	460
9087	輻	houʔ23	Fuzhou	460
9088	輻	hɔk̚3ʔ	Hokkien	460
9089	輻	fuk55	Cantonese	460
9090	輻	fuk̚2	Hakka	460
9091	僕	pʰu35	Mandarin	452
9092	僕	puʔ5	Fuzhou	452
9093	僕	pɔk̚5ʔ	Hokkien	452
9094	僕	puk22	Cantonese	452
9095	僕	pʰuk̚2	Hakka	452
9096	載	tsai214	Mandarin	458
9097	載	ʦɑi212	Fuzhou	458
9098	載	tsai31	Hokkien	458
9099	載	tsɔi35	Cantonese	458
9100	載	tsai31	Hakka	458
9101	險	ɕiɛn214	Mandarin	461
9102	險	hiɛŋ212	Fuzhou	461
9103	險	hiam51	Hokkien	461
9104	險	him35	Cantonese	461
9105	險	hiam31	Hakka	461
9106	意	i51	Mandarin	462
9107	意	ɛi212	Fuzhou	462
9108	意	i31	Hokkien	462
9109	意	ji33	Cantonese	462
9110	意	i55	Hakka	462
9111	樂	lɤ51	Mandarin	276
9112	樂	louʔ5	Fuzhou	276
9113	樂	lɔk̚5ʔ	Hokkien	276
9114	樂	lɔk33	Cantonese	276
9115	樂	lok̚5	Hakka	276
9116	矣	i214	Mandarin	16
9117	矣	i32	Fuzhou	16
9118	矣	aʔ3ʔ	Hokkien	16
9119	矣	ji13	Cantonese	16
9120	矣	i31	Hakka	16
9121	慘	tsʰan214	Mandarin	463
9122	慘	ʦʰaŋ32	Fuzhou	463
9123	慘	tsʰam51	Hokkien	463
9124	慘	tsʰam35	Cantonese	463
9125	慘	tsʰam31	Hakka	463
9126	酒	tɕiou214	Mandarin	74
9127	酒	ʦieu32	Fuzhou	74
9128	酒	tɕu51	Hokkien	74
9129	酒	tsɐu35	Cantonese	74
9130	酒	tɕiu31	Hakka	74
9131	鄰	lin35	Mandarin	316
9132	鄰	liŋ53	Fuzhou	316
9133	鄰	lin24	Hokkien	316
9134	鄰	leon21	Cantonese	316
9135	鄰	lin11	Hakka	316
9136	云	yn35	Mandarin	464
9137	云	uŋ53	Fuzhou	464
9138	云	un24	Hokkien	464
9139	云	wɐn21	Cantonese	464
9140	云	iun11	Hakka	464
9141	殷	in55	Mandarin	154
9142	殷	yŋ44	Fuzhou	154
9143	殷	un55	Hokkien	154
9144	殷	jin55	Cantonese	154
9145	殷	in24	Hakka	154
9146	屋	u55	Mandarin	50
9147	屋	ouʔ23	Fuzhou	50
9148	屋	ɔk̚3ʔ	Hokkien	50
9149	屋	uk55	Cantonese	50
9150	屋	vuk̚2	Hakka	50
9151	谷	ku214	Mandarin	7
9152	谷	kouʔ23	Fuzhou	7
9153	谷	kɔk̚3ʔ	Hokkien	7
9154	谷	kuk55	Cantonese	7
9155	谷	kuk̚2	Hakka	7
9156	祿	lu51	Mandarin	388
9157	祿	lyʔ5	Fuzhou	388
9158	祿	lɔk̚5ʔ	Hokkien	388
9159	祿	luk22	Cantonese	388
9160	祿	luk̚2	Hakka	388
9161	人	rən35	Mandarin	12
9162	人	iŋ53	Fuzhou	12
9163	人	dzin24	Hokkien	12
9164	人	jɐn21	Cantonese	12
9165	人	ŋin11	Hakka	12
9166	交	tɕiɑu55	Mandarin	465
9167	交	kau44	Fuzhou	465
9168	交	kau55	Hokkien	465
9169	交	kau55	Cantonese	465
9170	交	kau24	Hakka	465
9171	卯	mɑu214	Mandarin	466
9172	卯	mau32	Fuzhou	466
9173	卯	bau51	Hokkien	466
9174	卯	mau13	Cantonese	466
9175	卯	mau24	Hakka	466
9176	之	tʂʅ55	Mandarin	3
9177	之	ʦi44	Fuzhou	3
9178	之	tɕi55	Hokkien	3
9179	之	tsi55	Cantonese	3
9180	之	tsɨ24	Hakka	3
9181	醜	tʂʰou214	Mandarin	400
9182	醜	ʦʰieu32	Fuzhou	400
9183	醜	tɕʰu51	Hokkien	400
9184	醜	tsʰɐu35	Cantonese	400
9185	醜	tsʰu31	Hakka	400
9186	微	uei55	Mandarin	85
9187	微	mi53	Fuzhou	85
9188	微	bi24	Hokkien	85
9189	微	mei21	Cantonese	85
9190	微	mi11	Hakka	85
9191	微	uei55	Mandarin	85
9192	微	mi53	Fuzhou	85
9193	微	bi24	Hokkien	85
9194	微	mei21	Cantonese	85
9195	微	mi11	Hakka	85
9196	民	min35	Mandarin	359
9197	民	miŋ53	Fuzhou	359
9198	民	bin24	Hokkien	359
9199	民	mɐn21	Cantonese	359
9200	民	min11	Hakka	359
9201	哀	ai55	Mandarin	399
9202	哀	ai44	Fuzhou	399
9203	哀	ai55	Hokkien	399
9204	哀	ɔi55	Cantonese	399
9205	哀	oi24	Hakka	399
9206	凶	ɕyŋ55	Mandarin	235
9207	凶	hyŋ44	Fuzhou	235
9208	凶	hiɔŋ55	Hokkien	235
9209	凶	huŋ55	Cantonese	235
9210	凶	hiuŋ24	Hakka	235
9211	行	ɕiŋ35	Mandarin	13
9212	行	hɛiŋ53	Fuzhou	13
9213	行	hiŋ33	Hokkien	13
9214	行	haŋ21	Cantonese	13
9215	行	haŋ11	Hakka	13
9216	政	tʂəŋ51	Mandarin	446
9217	政	ʦɛiŋ212	Fuzhou	446
9218	政	tɕiŋ31	Hokkien	446
9219	政	tsiŋ33	Cantonese	446
9220	政	tsɨn55	Hakka	446
9221	良	liɑŋ35	Mandarin	102
9222	良	luoŋ53	Fuzhou	102
9223	良	liɔŋ24	Hokkien	102
9224	良	lœŋ21	Cantonese	102
9225	良	lioŋ11	Hakka	102
9226	常	tʂʰɑŋ35	Mandarin	313
9227	常	suoŋ53	Fuzhou	313
9228	常	ɕɔŋ24	Hokkien	313
9229	常	sœŋ21	Cantonese	313
9230	常	soŋ11	Hakka	313
9231	電	tiɛn35	Mandarin	467
9232	電	tiɛŋ242	Fuzhou	467
9233	電	tian33	Hokkien	467
9234	電	tin22	Cantonese	467
9235	電	tʰien55	Hakka	467
9236	令	liŋ51	Mandarin	281
9237	令	lɛiŋ242	Fuzhou	281
9238	令	liŋ33	Hokkien	281
9239	令	liŋ55	Cantonese	281
9240	令	liaŋ55	Hakka	281
9241	騰	tʰəŋ35	Mandarin	468
9242	騰	tɛiŋ53	Fuzhou	468
9243	騰	tʰiŋ24	Hokkien	468
9244	騰	tʰɐŋ21	Cantonese	468
9245	騰	tʰin11	Hakka	468
9246	谷	ku214	Mandarin	7
9247	谷	kouʔ23	Fuzhou	7
9248	谷	kɔk̚3ʔ	Hokkien	7
9249	谷	kuk55	Cantonese	7
9250	谷	kuk̚2	Hakka	7
9251	陵	liŋ35	Mandarin	390
9252	陵	liŋ53	Fuzhou	390
9253	陵	liŋ24	Hokkien	390
9254	陵	liŋ21	Cantonese	390
9255	陵	lin11	Hakka	390
9256	人	rən35	Mandarin	12
9257	人	iŋ53	Fuzhou	12
