Type	Mandarin	Fuzhou	Hokkien	Cantonese	Hakka	Amount	Line numbers
FINALS	ŋ	ŋ	ŋ	ŋ	ŋ	350	47,190,217,220,223,238,239,334,374,380,422,424,450,451,452,496,515,543,545,569,653,752,778,779,781,783,796,808,812,865,867,870,980,1009,1044,1046,1127,1186,1188,1189,1269,1310,1313,1329,1384,1387,1389,1395,1396,1397,1503,1621,1691,1908,1939,1941,1942,1944,2010,2017,2022,2065,2099,2100,2114,2116,2118,2137,2169,2239,2246,2252,2375,2381,2387,2393,2413,2431,2432,2439,2441,2442,2493,2527,2539,2545,2551,2563,2575,2577,2624,2626,2773,2775,2776,2777,2856,2862,2863,2877,2878,2886,2956,2991,2999,3001,3085,3124,3138,3150,3228,3250,3254,3288,3323,3324,3390,3392,3398,3399,3499,3502,3506,3563,3605,3606,3608,3610,3614,3642,3778,3902,3914,3927,3932,3934,3991,3997,4003,4054,4080,4081,4088,4090,4144,4145,4150,4153,4219,4223,4253,4255,4258,4260,4301,4302,4341,4344,4361,4383,4384,4422,4428,4434,4438,4549,4581,4602,4680,4682,4707,4710,4793,4853,4869,4877,4930,4931,4947,4951,4953,4969,4978,4981,4994,4999,5004,5008,5012,5014,5015,5031,5036,5039,5040,5042,5050,5053,5054,5055,5090,5096,5098,5113,5115,5129,5138,5166,5211,5213,5221,5223,5227,5231,5232,5241,5248,5250,5251,5257,5261,5293,5296,5326,5349,5377,5468,5471,5472,5514,5515,5516,5518,5533,5534,5535,5542,5554,5557,5558,5572,5591,5653,5667,5683,5687,5789,5799,5801,5809,5817,5825,5833,5836,5837,5841,5849,5866,5878,5880,5882,5936,5987,6010,6019,6025,6033,6062,6097,6101,6176,6179,6181,6209,6220,6222,6286,6287,6306,6327,6373,6420,6498,6500,6504,6508,6517,6521,6523,6529,6538,6553,6575,6586,6594,6600,6609,6614,6619,6634,6637,6642,6671,6677,6682,6729,6736,6755,6757,6771,6772,6793,6796,6876,6879,6901,7001,7002,7039,7041,7058,7072,7074,7075,7077,7079,7080,7083,7093,7107,7109,7115,7161,7162,7177,7178,7183,7184,7186,7207,7208,7213,7214,7238,7239,7257,7267,7268,7269,7270
FINALS	ŋ	ŋ	ŋ	ŋ	m	5	2769,3260,3383,5046,5091
FINALS	ŋ	ŋ	ŋ	ŋ	n	105	285,290,448,503,504,600,613,693,888,1311,1330,1360,1385,1433,1532,1693,1694,1695,1871,1983,2117,2168,2574,2580,2586,2619,2622,2627,2635,2698,2702,2705,2720,2771,2786,3047,3049,3060,3068,3084,3174,3177,3178,3208,3252,3256,3379,3380,3424,3482,3485,3496,3528,3532,3536,3607,3615,3618,3759,3779,3781,3795,3876,4164,4245,4254,4409,4596,4810,4903,4909,4915,4968,5089,5092,5242,5321,5374,5381,5424,5496,5780,5823,5845,5847,5873,5879,5887,5948,6044,6161,6377,6460,6533,6552,6703,6832,6999,7085,7086,7087,7088,7196,7197,7286
FINALS	ŋ	ŋ	n	n	n	0	
FINALS	ŋ	ʔ	k̚	k	k̚	0	
FINALS	ŋ	ʔ	t̚	t	t̚	0	
FINALS	r					8	1555,1556,1557,1558,1559,1560,1561,1562
FINALS	n	ŋ		n	n	1	2293
FINALS	n	ŋ	ŋ	ŋ	n	1	6581
FINALS	n	ŋ	m		m	9	467,471,2277,2279,3929,4237,5625,6204,7000
FINALS	n	ŋ	m	m	m	91	102,382,396,400,468,480,482,488,490,517,1459,1461,1682,2064,2138,2276,2278,2301,2346,2638,2639,2642,2713,3006,3010,3313,3314,3382,3444,3497,3501,3509,3527,3577,3583,3792,3840,3880,3888,3931,3957,3959,4234,4236,4537,4558,4560,4592,4741,4782,4842,4848,4850,5007,5044,5048,5155,5159,5160,5169,5216,5217,5379,5380,5499,5505,5511,5517,5523,5628,5939,5953,6012,6034,6048,6092,6099,6102,6112,6114,6122,6132,6142,6289,6607,6998,7014,7016,7020,7106,7277
FINALS	n	ŋ	m	n	m	0	
FINALS	n	ŋ	ʔ	m	k̚	0	
FINALS	n	ŋ	n	n	t̚	0	
FINALS	n	ŋ	n	n	m	2	3354,6798
FINALS	n	ŋ	n	n	n	426	69,73,77,90,123,131,206,310,325,330,377,381,402,404,406,472,474,477,481,507,602,618,624,630,631,632,716,722,728,741,777,782,784,800,802,803,804,905,954,955,957,958,960,962,976,994,997,998,1134,1136,1205,1206,1207,1224,1227,1265,1273,1279,1281,1283,1284,1285,1287,1298,1308,1318,1365,1417,1474,1477,1479,1480,1481,1483,1484,1485,1486,1496,1502,1609,1611,1613,1615,1622,1630,1867,1880,1883,1901,1903,1910,1912,1918,1922,1985,1986,1988,1989,1993,1996,1997,2001,2004,2005,2007,2063,2067,2075,2083,2093,2110,2112,2122,2124,2134,2136,2205,2235,2286,2292,2298,2396,2397,2398,2401,2405,2409,2512,2557,2559,2597,2621,2629,2637,2685,2687,2690,2696,2697,2699,2746,2846,2868,3022,3028,3034,3086,3091,3093,3115,3136,3194,3210,3220,3222,3235,3257,3263,3273,3295,3301,3318,3325,3332,3350,3408,3436,3441,3449,3457,3464,3505,3537,3547,3549,3551,3587,3588,3590,3595,3603,3613,3619,3652,3682,3686,3694,3697,3700,3758,3763,3765,3790,3808,3822,3828,3838,3854,3894,3896,3909,3913,3921,3923,3924,3965,3967,3969,3971,3975,3976,3979,4008,4058,4059,4060,4061,4063,4077,4099,4117,4124,4137,4138,4139,4140,4179,4191,4203,4278,4309,4317,4327,4328,4342,4347,4349,4350,4351,4376,4401,4405,4431,4437,4471,4472,4473,4481,4485,4489,4493,4499,4511,4523,4530,4550,4551,4564,4572,4573,4601,4607,4608,4637,4639,4664,4697,4812,4831,4833,4836,4838,4839,4841,4849,4933,4936,4948,4979,4983,4991,5013,5123,5126,5140,5142,5162,5220,5228,5246,5260,5264,5265,5266,5307,5313,5317,5337,5359,5437,5447,5448,5449,5450,5465,5469,5485,5489,5522,5524,5527,5560,5561,5562,5563,5565,5571,5577,5595,5600,5663,5665,5719,5728,5730,5736,5737,5750,5768,5779,5796,5844,5850,5858,5864,5890,5900,5932,5934,5935,5937,5964,5971,5973,5985,5994,5996,6026,6030,6038,6040,6042,6046,6054,6056,6082,6085,6106,6123,6125,6129,6140,6164,6165,6167,6169,6180,6183,6185,6214,6217,6226,6255,6257,6258,6266,6335,6351,6353,6387,6389,6396,6397,6401,6436,6443,6444,6468,6470,6483,6534,6546,6548,6559,6572,6578,6590,6612,6624,6644,6650,6661,6667,6668,6721,6748,6780,6784,6803,6807,6858,6877,6951,6958,6993,7038,7057,7059,7091,7143,7151,7171,7289,7290,7291,7294
