Type	Mandarin	Fuzhou	Hokkien	Cantonese	Hakka	Amount	Line numbers
VOWELS + FINALS + TONES	uŋ35	uŋ53	ɔŋ24	uŋ21	uŋ11	2	5326,5518
VOWELS + FINALS + TONES	uŋ35	uŋ53	aŋ24	uŋ21	uŋ11	0	
VOWELS + FINALS + TONES	yn55	uŋ44	un55	ɐn55	iun24	2	5220,6026
VOWELS + FINALS + TONES	yn55	iŋ44	un55	ɐn55	iun24	0	
VOWELS + FINALS + TONES	yn55	iŋ44	in55	ɐn55	iun24	3	3457,4139,5449
VOWELS + FINALS + TONES	ʅ214	i32	i51	i35	ɨ31	119	188,189,195,196,202,203,822,823,824,1589,1590,1592,1594,1595,1596,1601,1602,1607,1608,1629,1633,1637,1732,2091,2097,2251,2422,2659,2793,2795,2801,2803,2809,2811,2892,2893,2894,2899,2900,2901,2913,2914,2915,2923,3095,3105,3108,3117,3120,3128,3129,3132,3142,3227,3232,3237,3242,3286,3525,3746,3813,3874,4018,4291,4355,4367,4412,4423,4429,4435,4497,4509,4521,4555,4556,4577,4603,4605,4609,4611,4615,4634,4970,5027,5075,5225,5365,5656,5678,5688,5698,5708,5718,5828,5922,6116,6156,6329,6393,6539,6681,6705,6726,6768,6770,6773,6792,6846,6847,6853,6854,6885,6959,6967,6975,7019,7129,7130,7200
VOWELS + FINALS + TONES	ʅ214	iɛʔ23	i51	i35	ɨ31	3	706,712,713
VOWELS + FINALS + TONES	ʅ214	iɛʔ23	i51	i35	ɨt̚2	0	
VOWELS + FINALS + TONES	ʅ214	y32	u51	i35	ɨ31	1	4632
VOWELS + FINALS + TONES	uan214	uaŋ32	uan51	un35	on31	0	
VOWELS + FINALS + TONES	ɿ214	i32	e51	i35	i31	0	
VOWELS + FINALS + TONES	ɿ214	y32	u51	i35	ɨ31	3	1969,1973,4923
VOWELS + FINALS + TONES	iɛn51	yɔŋ212	ian31	in33	ien31	3	4472,5737,6217
VOWELS + FINALS + TONES	iɛn51	ɑ242	an33	an22	ien55	1	1365
VOWELS + FINALS + TONES	iɛn51	iɛŋ212	an31	an33	ien55	0	
VOWELS + FINALS + TONES	iɛn51	iɛŋ212	ian31	in33	ien55	1	4530
VOWELS + FINALS + TONES	iɛn51	ieŋ32	an33	in22	ien55	1	2746
VOWELS + FINALS + TONES	iɛn55	ieŋ44	ian55	in55	ien24	0	
VOWELS + FINALS + TONES	iɛn55	ieŋ44	an55	in55	ien24	4	3971,4607,4608,7290
VOWELS + FINALS + TONES	iɛn55	aŋ44	an55	an55	ien24	2	3909,5524
VOWELS + FINALS + TONES	a51	aŋ53	an33	a21	a55	0	
VOWELS + FINALS + TONES	a55	ɑi212	ai31	ai55	ai55	0	
VOWELS + FINALS + TONES	a55	a44	ai55	a55	a24	0	
VOWELS + FINALS + TONES	a55	a44	ã55	a55	a24	1	4500
VOWELS + FINALS + TONES	a55	a44	ua55	a55	a24	0	
VOWELS + FINALS + TONES	a55	a44	ɔ55	a33	a24	8	3039,3415,4811,4815,4819,4860,5243,5624
VOWELS + FINALS + TONES	a214	a32	a51	a13	a24	22	456,1294,1295,1299,1832,2280,2567,2649,3189,3626,3643,4660,5064,5674,5886,6195,6744,6750,6898,6906,6914,6922
VOWELS + FINALS + TONES	a214	a53	a24	a21	a11	0	
VOWELS + FINALS + TONES	un55	uŋ44	un55	eon55	un24	1	6661
VOWELS + FINALS + TONES	un55	ouŋ44	un55	ɐn55	un24	1	1206
VOWELS + FINALS + TONES	un55	ouŋ44	un55	yn55	un24	9	73,77,325,330,4278,4309,7038,7059,7151
VOWELS + FINALS + TONES	a35	aŋ53	am24	a55	am11	9	467,471,2277,2279,3929,4237,5625,6204,7000
VOWELS + FINALS + TONES	a35	aŋ53	am24	am21	am11	0	
VOWELS + FINALS + TONES	a35	aŋ53	an24	a22	a55	8	2868,4473,4812,4833,5736,5964,6780,6803
VOWELS + FINALS + TONES	a35	a53	a24	a21	a11	1	2206
VOWELS + FINALS + TONES	a35	aʔ5	a̚5ʔ	a22	at̚5	4	6819,7216,7217,7248
VOWELS + FINALS + TONES	un51	ouŋ242	un33	eon22	un55	1	6056
VOWELS + FINALS + TONES	ou214	ɛu32	ɔ̃51	ɐu35	eu31	7	512,513,3747,4372,4630,5941,6252
VOWELS + FINALS + TONES	ou214	au32	u51	ɐu35	u31	10	3811,4304,4520,4644,4887,4891,4895,4925,6400,6402
VOWELS + FINALS + TONES	ou214	ieu32	u51	ɐu35	u31	4	3143,3187,3600,6980
VOWELS + FINALS + TONES	ɑŋ51	ouŋ53	ɔŋ31	ɔŋ33	oŋ31	0	
VOWELS + FINALS + TONES	ɑŋ51	uɔŋ242	ɔŋ33	œŋ22	oŋ55	0	
VOWELS + FINALS + TONES	i214	i32	i51	i33	i31	6	2425,3045,4415,4536,6043,6213
VOWELS + FINALS + TONES	i214	i32	i51	ei35	i31	10	2660,2903,2962,2997,3094,4130,4292,4370,4650,7125
VOWELS + FINALS + TONES	i214	i32	i51	ei22	i31	0	
VOWELS + FINALS + TONES	i214	i32	i51	ei13	i31	4	1075,1237,2963,5927
VOWELS + FINALS + TONES	i214	i32	i51	ei13	i24	13	3067,3653,4315,5077,5603,6041,6151,6330,6384,6556,6557,6676,7199
VOWELS + FINALS + TONES	i214	i32	i51	i13	i24	14	296,370,534,1455,1730,2082,2248,2967,3467,3875,4954,6407,6570,6811
VOWELS + FINALS + TONES	i214	i32	aʔ3ʔ	i13	i31	195	52,53,54,119,121,127,129,135,137,319,323,363,369,373,485,539,541,756,757,759,762,763,764,766,769,771,773,776,792,793,973,984,986,987,988,990,992,1057,1061,1065,1113,1121,1152,1154,1155,1156,1158,1160,1161,1162,1164,1166,1167,1168,1519,1530,1531,1534,1535,1540,1704,1710,1716,1722,1834,1842,1850,2249,2349,2353,2357,2694,2695,2724,2726,2728,2754,2755,2780,2782,2832,2841,2843,2845,2847,2849,2850,2851,2864,2928,2929,2930,2931,2932,2933,3100,3253,3259,3356,3357,3358,3359,3360,3432,3433,3435,3437,3492,3494,3559,3562,3581,3636,3802,3810,3826,3834,3842,3848,3849,3851,3897,3899,4017,4020,4103,4177,4183,4189,4195,4201,4275,4421,4427,4433,4446,4448,4449,4450,4696,4698,4699,4700,4701,4702,4774,4823,4824,4900,4902,4904,4906,4908,4910,4912,4914,4916,4918,4919,4920,5101,5102,5103,5104,5148,5150,5383,5384,5629,5630,5633,5635,5638,5639,5640,5643,5666,5668,5741,5742,5743,5901,5903,6505,6507,6509,6511,6512,6513,6547,6549,6551,6597,6599,6870
VOWELS + FINALS + TONES	i214	i32	e51	ik55	ai31	0	
VOWELS + FINALS + TONES	i214	i53	i24	ei21	i11	0	
VOWELS + FINALS + TONES	i214	ɛiʔ23	i̚3ʔ	i55	it̚2	0	
VOWELS + FINALS + TONES	i214	ɛiʔ23	it̚3ʔ	ɐt55	it̚2	0	
VOWELS + FINALS + TONES	i214	ie32	i51	i35	i31	0	
VOWELS + FINALS + TONES	i214	ɛ32	e51	ɐi13	i24	4	828,4590,6692,6828
VOWELS + FINALS + TONES	yɛ51	yoʔ5	iɔk̚5ʔ	œk33	iok̚2	0	
VOWELS + FINALS + TONES	yɛ51	oʔ5	ak̚5ʔ	ɔk22	ok̚5	2	6625,6893
VOWELS + FINALS + TONES	ou35	ɑu242	au24	ɐu21	eu11	7	1664,3305,3677,6307,6354,6981,6989
VOWELS + FINALS + TONES	ou35	ɛu53	au24	ɐu21	eu11	0	
VOWELS + FINALS + TONES	ou35	ɛu53	ɔ24	ɐu21	eu11	11	946,2679,3632,3737,3749,3963,3978,5071,5356,5746,5962
VOWELS + FINALS + TONES	ou35	ieu53	iu24	ɐu21	u11	2	3557,4597
VOWELS + FINALS + TONES	ou35	ieu53	iu24	ɐu21	iu11	3	5970,6865,7233
VOWELS + FINALS + TONES	yŋ214	yŋ32	iɔŋ51	uŋ13	iuŋ31	1	7239
VOWELS + FINALS + TONES	ən35	iŋ53	an24	ɐn21	ɨn11	1	4349
VOWELS + FINALS + TONES	ən35	iŋ53	in24	ɐn55	ɨn11	3	6140,6164,6624
VOWELS + FINALS + TONES	ən35	iŋ53	in24	ɐn21	ɨn11	5	4138,4983,5996,6436,6993
VOWELS + FINALS + TONES	ən35	iŋ53	in24	ɐn21	in11	103	90,377,381,406,474,477,481,602,800,803,1284,1285,1287,1417,1479,1496,1502,1611,1615,1622,1867,1883,1901,1903,1910,1912,1918,1922,2063,2067,2075,2083,2110,2122,2134,2286,2292,2298,2396,2397,2690,3210,3220,3222,3295,3301,3318,3325,3332,3549,3595,3619,3652,3763,3765,3790,3838,3924,3965,3975,3976,3979,4060,4063,4099,4179,4191,4203,4350,4499,4511,4523,4572,4838,4841,4849,5126,5142,5307,5527,5663,5665,5844,5864,5932,5934,5937,6040,6042,6046,6054,6085,6180,6185,6257,6396,6470,6483,6559,6590,6668,6721,6858
VOWELS + FINALS + TONES	ən35	ɛiŋ242	im33	ɐm22	ɨm31	6	6092,6102,6112,6122,6132,6142
VOWELS + FINALS + TONES	ən35	uŋ53	un24	ɐn33	un55	0	
VOWELS + FINALS + TONES	yɛn35	uo53	uan24	yn13	ien11	8	2696,3091,3194,5246,5560,5565,5571,5595
VOWELS + FINALS + TONES	yɛn35	uɔŋ242	uan33	yn22	ien24	1	5260
VOWELS + FINALS + TONES	yɛn35	ieŋ53	ian24	yn21	ien11	0	
VOWELS + FINALS + TONES	i35	ɑiʔ23	i̚3ʔ	i55	iet̚2	0	
VOWELS + FINALS + TONES	i35	ɛiʔ23	ip̚3ʔ	ɐp55	ip̚2	0	
VOWELS + FINALS + TONES	i35	ɛiʔ23	ik̚3ʔ	ik55	i̚2	0	
VOWELS + FINALS + TONES	i35	ɛiʔ23	ik̚3ʔ	ik55	it̚2	1	5608
VOWELS + FINALS + TONES	i35	ɛiʔ23	iat̚3ʔ	ɐt55	it̚2	2	4175,4760
VOWELS + FINALS + TONES	i35	iɛ53	i24	ei22	i11	6	1089,1099,1153,1159,1165,3017
VOWELS + FINALS + TONES	i35	y44	u55	eoi55	i24	0	
VOWELS + FINALS + TONES	i35	i53	e24	ei21	i11	2	818,6360
VOWELS + FINALS + TONES	i35	i53	e24	ɐi21	i11	2	3460,5762
VOWELS + FINALS + TONES	i35	i53	ui24	ɐi22	i11	3	4721,6107,6109
VOWELS + FINALS + TONES	i35	i53	i24	i21	i11	32	703,736,819,820,1449,2569,2764,2887,3019,3041,3404,3477,3770,4628,5118,5478,5502,5706,5856,5870,5894,5923,5980,5988,6503,6754,6983,7009,7017,7068,7117,7205
VOWELS + FINALS + TONES	i35	i53	i24	i55	i11	0	
VOWELS + FINALS + TONES	i35	i53	i24	ei21	i11	8	1709,1721,2453,3224,3234,3238,4666,6960
VOWELS + FINALS + TONES	i35	i53	i24	ei55	i11	0	
VOWELS + FINALS + TONES	i35	iʔ5	ik̚5ʔ	ik22	it̚5	3	5439,6047,6496
VOWELS + FINALS + TONES	i35	iʔ5	i̚5ʔ	i22	it̚5	13	981,1719,1937,3953,4032,4285,4878,5703,6070,6383,6488,6651,7283
VOWELS + FINALS + TONES	i35	iʔ5	ip̚5ʔ	ɐp22	ip̚5	4	393,399,2671,6277
VOWELS + FINALS + TONES	i35	iʔ5	ip̚5ʔ	ap22	ip̚5	3	4797,4801,5022
VOWELS + FINALS + TONES	i35	ɛ53	e24	ɐi21	i11	2	6284,7223
VOWELS + FINALS + TONES	i35	ɛ53	i24	ei22	i11	1	5434
VOWELS + FINALS + TONES	ɿ51	øy212	i31	ik33	ɨ55	0	
VOWELS + FINALS + TONES	ɿ51	øy212	u31	i33	ɨ55	0	
VOWELS + FINALS + TONES	ɿ51	ɑiʔ23	ik̚3ʔ	ɐk55	et̚2	0	
VOWELS + FINALS + TONES	ɿ51	iɛʔ23	i31	ik33	ɨ55	0	
VOWELS + FINALS + TONES	ɿ51	øy242	u33	i22	ɨ55	0	
VOWELS + FINALS + TONES	ɿ51	ɛi242	i33	i35	ɨ55	0	
VOWELS + FINALS + TONES	y51	øy212	i31	eoi35	i55	1	6133
VOWELS + FINALS + TONES	y51	øy212	i31	eoi33	i31	0	
VOWELS + FINALS + TONES	y51	ouʔ5	ɔk̚5ʔ	ɔk33	ok̚5	0	
VOWELS + FINALS + TONES	y51	yʔ5	iɔk̚5ʔ	uk55	iuk̚2	2	5367,6653
VOWELS + FINALS + TONES	y51	yʔ5	iɔk̚5ʔ	uk22	iuk̚5	6	1699,1700,2042,3278,3312,5331
VOWELS + FINALS + TONES	y51	øy242	u33	eoi13	i55	3	7037,7043,7263
VOWELS + FINALS + TONES	y51	øy242	u33	y22	i55	3	1504,4704,5785
VOWELS + FINALS + TONES	y51	øy32	u33	y22	i55	7	2130,3691,4799,5440,5802,6184,6265
VOWELS + FINALS + TONES	y51	uʔ5	ut̚5ʔ	eot22	it̚5	0	
VOWELS + FINALS + TONES	y51	y32	u51	y22	i55	2	3517,4706
VOWELS + FINALS + TONES	in214	yŋ32	un51	ɐn13	iun31	1	3449
VOWELS + FINALS + TONES	in214	yŋ44	un55	in55	in24	0	
VOWELS + FINALS + TONES	in214	iŋ32	im51	ɐm35	im31	8	3010,3382,3957,5499,5505,5511,5517,5523
VOWELS + FINALS + TONES	in214	iŋ32	in51	ɐn13	ien24	1	4979
VOWELS + FINALS + TONES	in214	iŋ32	in51	ɐn13	in24	0	
VOWELS + FINALS + TONES	uɑŋ51	uɔŋ242	ɔŋ33	ɔŋ21	oŋ55	8	1389,2100,2991,3254,4223,5535,6594,6772
VOWELS + FINALS + TONES	uɑŋ35	uoŋ53	ɔŋ24	ɔŋ21	oŋ11	12	2239,2575,3124,3398,4258,4344,5050,5533,6033,6637,6901,7001
VOWELS + FINALS + TONES	uɑŋ35	uoŋ53	ɔŋ24	ɔŋ55	oŋ11	8	543,2022,4710,5882,6500,6504,6508,6523
VOWELS + FINALS + TONES	uɑŋ35	uoŋ53	ɔŋ24	ɔŋ22	oŋ11	41	2777,3399,3642,4953,4969,4999,5004,5014,5015,5036,5040,5054,5113,5115,5129,5223,5227,5250,5251,5257,5296,5349,5534,5687,5789,5878,6019,6306,6373,6575,6614,6634,6671,6729,6755,6757,6771,6879,7039,7257,7269
VOWELS + FINALS + TONES	uɑŋ35	uoŋ53	ŋ24	ɔŋ21	oŋ11	7	1309,2173,2445,4746,4929,6902,6931
VOWELS + FINALS + TONES	uɑŋ35	u32	ɔ51	au13	eu31	0	
VOWELS + FINALS + TONES	uei35	uɔi242	ui31	ui35	ui55	0	
VOWELS + FINALS + TONES	uei35	uoi53	ui24	ɐi22	i55	7	1172,2288,2294,2300,4158,4241,5506
VOWELS + FINALS + TONES	uei35	uoi53	ui24	ɐi21	i11	5	524,3478,3726,7222,7228
VOWELS + FINALS + TONES	uei35	uoi53	ui24	eoi21	ui11	4	5692,5702,5712,5722
VOWELS + FINALS + TONES	uei35	uoi53	ue24	ui21	i11	4	5019,5154,6456,7024
VOWELS + FINALS + TONES	uei35	i53	ui24	ɐi35	i11	0	
VOWELS + FINALS + TONES	uei35	i53	ui24	ɐi21	ui11	0	
VOWELS + FINALS + TONES	uei35	i53	ui24	ɐi21	i11	2	5418,5990
VOWELS + FINALS + TONES	yn35	uŋ53	un24	eon21	un11	0	
VOWELS + FINALS + TONES	yn35	uŋ53	un24	ɐn21	iun11	10	1483,1484,1630,3408,3588,3913,4317,4831,6335,6807
VOWELS + FINALS + TONES	yn35	uŋ53	un24	eon55	un11	0	
VOWELS + FINALS + TONES	ia35	a53	a33	a22	a11	1	4940
VOWELS + FINALS + TONES	ia35	a53	a24	a21	a11	1	5172
VOWELS + FINALS + TONES	iɛ51	ia32	ia51	ɛ13	ia24	3	3209,3262,4174
VOWELS + FINALS + TONES	iɛ51	iɑ242	ia33	ɛ22	ia55	8	1362,1583,1976,1979,3676,5831,6616,6685
VOWELS + FINALS + TONES	iɛ51	iɑ242	a33	ɛ22	ia55	1	6211
VOWELS + FINALS + TONES	iɛ51	iɛ242	at̚3ʔ	it33	iet̚2	1	5739
VOWELS + FINALS + TONES	iɛ51	ɑ242	e33	ai33	i55	0	
VOWELS + FINALS + TONES	iɛ51	ɑi212	ai31	ai33	ie55	9	3475,3825,4388,4670,6416,6465,6660,6871,7044
VOWELS + FINALS + TONES	iɛ51	ieʔ5	iat̚5ʔ	it22	iet̚5	9	2804,3671,4033,4105,5421,6635,6756,7220,7245
VOWELS + FINALS + TONES	iɛ51	ieʔ5	iap̚5ʔ	ip22	iap̚5	9	1025,2821,4883,6104,6275,6426,6532,7252,7253
VOWELS + FINALS + TONES	iɛ55	ie44	ai55	ai55	ie24	2	5992,6481
VOWELS + FINALS + TONES	iɛ55	ieʔ5	ai55	ai55	ai11	2	4238,4578
VOWELS + FINALS + TONES	iɛ55	iɛʔ23	iat̚3ʔ	ɐi22	iet̚2	3	940,4096,5851
VOWELS + FINALS + TONES	iɛ55	ai44	ai55	ai55	ie24	0	
VOWELS + FINALS + TONES	ei35	uoi53	ui24	ui21	oi11	6	275,279,2090,2250,2382,4110
VOWELS + FINALS + TONES	ei35	øy53	ui24	eoi21	ui11	1	6105
VOWELS + FINALS + TONES	iŋ51	iŋ53	iŋ24	iŋ21	e11	0	
VOWELS + FINALS + TONES	iŋ51	iŋ53	iŋ24	iŋ21	in11	0	
VOWELS + FINALS + TONES	iŋ51	ɛiŋ242	iŋ33	iŋ55	iaŋ55	2	2010,3614
VOWELS + FINALS + TONES	iŋ51	ɛiŋ212	iŋ31	œŋ55	iaŋ55	3	4361,4384,5211
VOWELS + FINALS + TONES	iŋ51	ɛiŋ212	iŋ31	iŋ33	iaŋ55	1	7079
VOWELS + FINALS + TONES	iŋ55	iŋ53	iŋ55	iŋ55	iaŋ24	0	
VOWELS + FINALS + TONES	iŋ55	iŋ44	iŋ55	iŋ55	in31	0	
VOWELS + FINALS + TONES	iŋ55	iŋ44	iŋ55	iŋ55	en24	2	3795,5381
VOWELS + FINALS + TONES	iŋ55	iŋ44	iŋ55	iŋ55	im55	5	2769,3260,3383,5046,5091
VOWELS + FINALS + TONES	iŋ55	iŋ44	iŋ55	iŋ55	iaŋ24	0	
VOWELS + FINALS + TONES	iŋ55	iŋ44	iŋ55	iŋ55	in24	7	1330,1385,1693,1694,2168,5823,5887
VOWELS + FINALS + TONES	uŋ55	uŋ44	ɔŋ55	uŋ55	uŋ24	5	3150,3288,5514,5515,6097
VOWELS + FINALS + TONES	uŋ55	uŋ44	iɔŋ55	uŋ55	iuŋ24	3	4994,6101,6553
VOWELS + FINALS + TONES	uŋ55	øyŋ242	iɔŋ33	uŋ22	uŋ55	0	
VOWELS + FINALS + TONES	uŋ55	yŋ44	ɔŋ55	uŋ55	uŋ24	5	2493,3001,5261,5472,5799
VOWELS + FINALS + TONES	uŋ55	yŋ44	iɔŋ55	uŋ55	iuŋ24	1	5231
VOWELS + FINALS + TONES	iou214	ieu32	iu51	ɐu13	iu24	12	3098,3101,3197,3244,3708,4535,4727,4733,5209,5544,5906,6064
VOWELS + FINALS + TONES	iou214	ieu32	u51	ɐu35	iu24	0	
VOWELS + FINALS + TONES	iou214	ieu32	u51	ɐu35	iu31	31	1289,1290,1368,2475,2633,2641,2918,2922,2926,2936,2940,2944,2948,3585,4073,4155,4335,4543,4629,4646,4885,4889,4893,4897,5463,5467,5826,5875,6942,6976,6977
VOWELS + FINALS + TONES	iou214	ieu32	u31	ɐu33	iu55	0	
VOWELS + FINALS + TONES	uŋ51	øyŋ242	a33	uŋ55	iuŋ55	0	
VOWELS + FINALS + TONES	uŋ51	øyŋ242	ɔŋ33	uŋ22	iuŋ55	4	239,3499,6222,6286
VOWELS + FINALS + TONES	uŋ51	øyŋ242	iɔŋ33	uŋ22	uŋ55	3	2862,2878,2886
VOWELS + FINALS + TONES	uŋ51	ouŋ212	ɔŋ31	uŋ33	uŋ55	0	
VOWELS + FINALS + TONES	uŋ51	ɔyŋ242	a33	uŋ55	iuŋ55	2	5233,7236
VOWELS + FINALS + TONES	iɛn35	ieŋ53	iam33	im21	iam55	0	
VOWELS + FINALS + TONES	iɛn35	ieŋ53	ian24	in21	ien11	18	1283,1298,1308,1318,1609,1613,3115,3551,4140,4347,4405,4836,5265,5450,6183,6397,6468,7291
VOWELS + FINALS + TONES	iɛn35	ie53	iam24	im21	iam11	0	
VOWELS + FINALS + TONES	iɛn35	iɛŋ242	ian33	in22	ien55	0	
VOWELS + FINALS + TONES	iɛn35	yo53	ian24	in21	ien11	43	716,722,728,905,958,960,1265,1273,1279,1281,1474,1480,1985,1989,1993,1997,2001,2005,2235,3257,3505,3537,3547,3697,3700,3854,3894,3896,3969,4564,4637,4639,5264,5577,5750,5850,5858,5900,5935,6038,6258,6266,7171
VOWELS + FINALS + TONES	iɛn35	yoŋ53	ian24	in21	ien11	2	4601,5437
VOWELS + FINALS + TONES	ɑu214	o53	ə24	ou21	o11	0	
VOWELS + FINALS + TONES	ɑu214	o32	ə51	ou35	o31	4	2473,5170,6201,6245
VOWELS + FINALS + TONES	ɑu214	o32	ə51	au35	au31	14	3011,4306,4333,4337,5125,6244,6295,6404,6719,6727,6735,6765,6774,6783
VOWELS + FINALS + TONES	ɑu214	ieu32	ə51	ou13	au11	3	5609,5614,5619
VOWELS + FINALS + TONES	ɑu214	iɛu212	au31	iu35	eu31	0	
VOWELS + FINALS + TONES	ɑu214	au32	au51	ou35	au31	0	
VOWELS + FINALS + TONES	ɑu214	au32	au51	au13	au24	0	
VOWELS + FINALS + TONES	an51	ɑŋ242	an33	ɔn22	on55	5	5337,5779,6167,6214,6389
VOWELS + FINALS + TONES	an51	ɑŋ212	əʔ5ʔ	am33	ak̚5	0	
VOWELS + FINALS + TONES	an51	ɑŋ212	an31	ɔn33	on55	4	4117,5123,6082,6444
VOWELS + FINALS + TONES	an51	ɑŋ212	an31	an55	an55	7	2401,2405,2409,2699,3808,4059,5563
VOWELS + FINALS + TONES	iɑu35	iŋ53	iau24	iu21	ieu11	0	
VOWELS + FINALS + TONES	iɑu35	iɛu212	iau31	iu21	ieu55	0	
VOWELS + FINALS + TONES	iɑu35	ieu53	iau24	ou13	iau11	0	
VOWELS + FINALS + TONES	iɑu35	ieu53	iau24	iu21	eu11	6	1797,2411,3158,3292,4791,6821
VOWELS + FINALS + TONES	iɑu35	ieu53	iau24	iu21	ieu11	3	1335,2302,3296
VOWELS + FINALS + TONES	an55	ieŋ44	am55	im55	am24	1	7106
VOWELS + FINALS + TONES	an55	ɑŋ212	an55	ɔn55	am24	1	3354
VOWELS + FINALS + TONES	an55	aŋ44	uã55	ɔn55	on24	0	
VOWELS + FINALS + TONES	an55	aŋ44	am55	ɐm55	am24	0	
VOWELS + FINALS + TONES	an55	aŋ44	an55	ɔn55	on24	3	5266,5719,7294
VOWELS + FINALS + TONES	an55	aŋ44	an55	an55	an24	0	
VOWELS + FINALS + TONES	u55	øyʔ23	ɔk̚3ʔ	uk22	uk̚2	1	6008
VOWELS + FINALS + TONES	u55	ouʔ23	ɔk̚3ʔ	uk55	uk̚2	4	2043,2491,3591,3633
VOWELS + FINALS + TONES	u55	ouʔ23	ut̚3ʔ	ɐt55	ut̚2	0	
VOWELS + FINALS + TONES	u55	ouʔ23	ut̚3ʔ	eot55	ut̚2	3	3698,4623,4625
VOWELS + FINALS + TONES	u55	y44	u55	y55	u24	4	407,413,419,425
VOWELS + FINALS + TONES	u55	u32	u55	u35	u31	0	
VOWELS + FINALS + TONES	u55	u44	u55	u55	u24	13	97,101,2481,2486,2613,2617,2670,2844,3624,3675,4935,4939,6673
VOWELS + FINALS + TONES	u55	u44	ɔ55	u55	u24	5	3521,3647,3668,3862,3867
VOWELS + FINALS + TONES	u55	u44	ɔ55	ou55	u24	0	
VOWELS + FINALS + TONES	u55	uo44	ɔ55	ou55	u24	1	6369
VOWELS + FINALS + TONES	u51	øyʔ23	ɔk̚3ʔ	uk55	uk̚2	1	6714
VOWELS + FINALS + TONES	u51	øyʔ23	u31	uk55	iu55	5	2534,2607,3345,4204,6747
VOWELS + FINALS + TONES	u51	ouʔ23	ɔk̚5ʔ	uk55	uk̚5	2	3347,6049
VOWELS + FINALS + TONES	u51	ouʔ23	ɔk̚3ʔ	uk55	uk̚2	1	3311
VOWELS + FINALS + TONES	u51	ouʔ23	ut̚3ʔ	yt33	ut̚2	2	4040,6090
VOWELS + FINALS + TONES	u51	ouʔ5	ɔk̚5ʔ	ɔk22	u55	4	1688,4270,5891,7133
VOWELS + FINALS + TONES	u51	ouʔ5	ɔk̚5ʔ	ɔk22	ok̚5	1	1685
VOWELS + FINALS + TONES	u51	ouʔ242	ɔ33	ou22	u55	0	
VOWELS + FINALS + TONES	u51	y32	u51	y35	u31	0	
VOWELS + FINALS + TONES	u51	ou212	u33	u22	u55	0	
VOWELS + FINALS + TONES	u51	ou212	ɔ33	ɐu22	u55	0	
VOWELS + FINALS + TONES	u51	ou212	u31	u33	u55	1	6241
VOWELS + FINALS + TONES	u51	ou212	u31	u22	u55	2	5107,5268
VOWELS + FINALS + TONES	u51	ou212	ɔ31	u33	u55	18	565,1195,1408,1412,1783,1919,2254,2737,2757,2797,2799,3338,3344,4192,5189,5202,6117,6135
VOWELS + FINALS + TONES	u51	ou212	ɔ31	ou33	u55	2	3836,3890
VOWELS + FINALS + TONES	u51	yʔ5	ɔk̚5ʔ	uk22	uk̚2	5	3520,3524,3593,4300,5488
VOWELS + FINALS + TONES	u51	yʔ5	iɔk̚5ʔ	uk22	iuk̚5	0	
VOWELS + FINALS + TONES	u51	ou242	ɔk̚5ʔ	ɔk22	u55	0	
VOWELS + FINALS + TONES	u51	ou242	u33	ou22	u55	0	
VOWELS + FINALS + TONES	u51	ou242	u33	u35	u55	15	1194,2657,2735,3279,3283,3287,3335,3629,3814,5052,5060,5063,6413,6419,7050
VOWELS + FINALS + TONES	u51	ou242	u33	u22	u55	0	
VOWELS + FINALS + TONES	u51	ou242	ɔ33	ou22	u55	17	518,951,1689,1898,1907,1951,1957,2888,3872,4194,5200,5234,5386,5784,5997,6141,6435
VOWELS + FINALS + TONES	u51	ou242	ɔ33	ɔ22	u55	0	
VOWELS + FINALS + TONES	u51	ou242	ɔ33	u22	u55	5	2463,2467,2511,2543,3363
VOWELS + FINALS + TONES	u51	u44	ɔ55	u55	u24	0	
VOWELS + FINALS + TONES	u51	uʔ5	ɔk̚5ʔ	uk22	uk̚5	0	
VOWELS + FINALS + TONES	u51	uʔ5	ut̚5ʔ	eot22	ut̚5	0	
VOWELS + FINALS + TONES	u51	øyʔ5	ɔk̚5ʔ	uk22	uk̚5	1	6035
VOWELS + FINALS + TONES	u51	iʔ5	ip̚5ʔ	ɐp22	ip̚5	2	3940,5174
VOWELS + FINALS + TONES	un35	ouŋ53	un24	yn21	un11	0	
VOWELS + FINALS + TONES	un35	uŋ53	un24	ɐn35	un11	1	6129
VOWELS + FINALS + TONES	un35	uŋ53	un24	eon35	un11	0	
VOWELS + FINALS + TONES	yŋ55	yŋ44	iɔŋ24	uŋ21	iuŋ24	2	6181,7058
VOWELS + FINALS + TONES	yŋ55	yŋ44	iɔŋ55	uŋ55	iuŋ24	1	3605
